update,checkpoint_suffix,episodes,reward_sum,bw_weighted_workload_delta_sum,bw_weighted_workload_level_sum,processed_ratio_eval,drop_ratio_eval,pre_backlog_steps_eval,D_sys_report,x_acc_mean,x_rel_mean,g_pre_mean,d_pre_mean,sat_overlap_eval,collision_episode_fraction,fixed_reward_sum,fixed_bw_weighted_workload_delta_sum,fixed_bw_weighted_workload_level_sum,fixed_processed_ratio_eval,fixed_drop_ratio_eval,fixed_pre_backlog_steps_eval,fixed_D_sys_report,fixed_x_acc_mean,fixed_x_rel_mean,fixed_g_pre_mean,fixed_d_pre_mean,fixed_sat_overlap_eval,fixed_collision_episode_fraction,processed_improved,drop_improved,pre_backlog_improved,model_improved,quality_worsened,quality_worse_streak,reward_improved,reward_plateau_streak,collision_gate_passed,quality_early_stop_triggered,reward_early_stop_triggered,early_stop_triggered,method,training_seed,run_label
525,u0525,32.0,61.673018692526966,3685.065790936351,-22909.230387677988,0.9286264375764872,0.0527645689092478,5.867555198012366,7.837880720530832,0.9314052654448896,0.9286264375764872,0.0186112149040468,0.0527645689092478,0.7204583532698452,0.0,32.28481280198321,4519.661455526948,-536593.7463573217,0.4382092664586379,0.4818575640312129,16.5631901928708,42.87186867591738,0.4609209599024616,0.4382092664586379,0.0799353992464774,0.4818575640312129,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,STARS,10331,stability_10seeds_20260714__relational_critic__seed10331_20260714_043107_bootstrapgae_nocompile
550,u0550,32.0,60.1541466624476,3708.3844815939665,-26522.821652138093,0.9214299895893782,0.058083358383491,6.579211764236344,8.824241593306365,0.9241726253703236,0.9214299895893782,0.0204888872390789,0.058083358383491,0.7122291857376695,0.0,32.28481280198321,4519.661455526948,-536593.7463573217,0.4382092664586379,0.4818575640312129,16.5631901928708,42.87186867591738,0.4609209599024616,0.4382092664586379,0.0799353992464774,0.4818575640312129,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,STARS,10331,stability_10seeds_20260714__relational_critic__seed10331_20260714_043107_bootstrapgae_nocompile
575,u0575,32.0,61.52332008210942,3686.0737906247377,-23978.43097168943,0.9263829183634372,0.0540471315992842,6.575213163112092,8.759290932976205,0.9307198883015664,0.9263829183634372,0.0195721773261672,0.0540471315992842,0.7092916857209058,0.0,32.28481280198321,4519.661455526948,-536593.7463573217,0.4382092664586379,0.4818575640312129,16.5631901928708,42.87186867591738,0.4609209599024616,0.4382092664586379,0.0799353992464774,0.4818575640312129,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,STARS,10331,stability_10seeds_20260714__relational_critic__seed10331_20260714_043107_bootstrapgae_nocompile
600,u0600,32.0,63.057331941556185,3660.046821400523,-23173.07648582862,0.9274547803979364,0.0546858118254126,5.912118628730731,7.927593880141892,0.9300614508297296,0.9274547803979364,0.0178616417944372,0.0546858118254126,0.7014687672629953,0.0,32.28481280198321,4519.661455526948,-536593.7463573217,0.4382092664586379,0.4818575640312129,16.5631901928708,42.87186867591738,0.4609209599024616,0.4382092664586379,0.0799353992464774,0.4818575640312129,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,STARS,10331,stability_10seeds_20260714__relational_critic__seed10331_20260714_043107_bootstrapgae_nocompile
625,u0625,32.0,62.4047365821898,3677.0799307972193,-23816.350996260335,0.9259477103482934,0.0529009879413679,6.67014727084041,9.144938126745068,0.9322423667591064,0.9259477103482934,0.021153528884504,0.0529009879413679,0.7108333512321114,0.0,32.28481280198321,4519.661455526948,-536593.7463573217,0.4382092664586379,0.4818575640312129,16.5631901928708,42.87186867591738,0.4609209599024616,0.4382092664586379,0.0799353992464774,0.4818575640312129,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,STARS,10331,stability_10seeds_20260714__relational_critic__seed10331_20260714_043107_bootstrapgae_nocompile
650,u0650,32.0,61.96923884283751,3676.9601339399815,-24066.652154811352,0.9245670206435024,0.0537136929048026,6.826578858370593,9.29743571312182,0.9317168614417314,0.9245670206435024,0.0217215067653874,0.0537136929048026,0.7044687680359929,0.0,32.28481280198321,4519.661455526948,-536593.7463573217,0.4382092664586379,0.4818575640312129,16.5631901928708,42.87186867591738,0.4609209599024616,0.4382092664586379,0.0799353992464774,0.4818575640312129,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,STARS,10331,stability_10seeds_20260714__relational_critic__seed10331_20260714_043107_bootstrapgae_nocompile
675,u0675,32.0,63.10254805814475,3661.5813373476262,-23021.33167000895,0.9268262846004216,0.0519585109151224,6.331214525487439,8.53502955966375,0.9326089137308304,0.9268262846004216,0.0212174360938691,0.0519585109151224,0.6979479357786478,0.0,32.28481280198321,4519.661455526948,-536593.7463573217,0.4382092664586379,0.4818575640312129,16.5631901928708,42.87186867591738,0.4609209599024616,0.4382092664586379,0.0799353992464774,0.4818575640312129,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,STARS,10331,stability_10seeds_20260714__relational_critic__seed10331_20260714_043107_bootstrapgae_nocompile
700,u0700,32.0,64.72557356208563,3641.2396618574858,-21773.95969786089,0.931082980474457,0.0511676444858494,5.664560992423227,7.5662852623604095,0.9337532883808016,0.931082980474457,0.0177516224031617,0.0511676444858494,0.6880208521820604,0.0,32.28481280198321,4519.661455526948,-536593.7463573217,0.4382092664586379,0.4818575640312129,16.5631901928708,42.87186867591738,0.4609209599024616,0.4382092664586379,0.0799353992464774,0.4818575640312129,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,STARS,10331,stability_10seeds_20260714__relational_critic__seed10331_20260714_043107_bootstrapgae_nocompile
25,u0025,32.0,34.85233524488285,4075.372792169452,-147383.26523414254,0.49814071860794,0.4434138096557806,13.004206850995793,29.988852347935353,0.4981435205690208,0.49814071860794,0.0584476970001095,0.4434138096557806,0.6595423668173934,0.03125,32.28481280198321,4519.661455526948,-536593.7463573217,0.4382092664586379,0.4818575640312129,16.5631901928708,42.87186867591738,0.4609209599024616,0.4382092664586379,0.0799353992464774,0.4818575640312129,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,STARS,21893,stability_10seeds_20260714__relational_critic__seed21893_20260714_070757_bootstrapgae_nocompile
50,u0050,32.0,34.45538677391596,4400.104323938489,-157449.5713621527,0.5141989544183017,0.4194513140996322,23.211756120577466,57.525574615404,0.525724789542146,0.5141989544183017,0.0663519425500007,0.4194513140996322,0.9597708356752992,0.0,32.28481280198321,4519.661455526948,-536593.7463573217,0.4382092664586379,0.4818575640312129,16.5631901928708,42.87186867591738,0.4609209599024616,0.4382092664586379,0.0799353992464774,0.4818575640312129,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,STARS,21893,stability_10seeds_20260714__relational_critic__seed21893_20260714_070757_bootstrapgae_nocompile
