sweep,point_index,multiplier,task_arrival_rate_bits_per_gu_slot,task_arrival_rate_mbit_per_gu_slot,b_acc_hz,b_acc_mhz,b_backhaul_per_sat_hz,b_backhaul_per_sat_mhz,sat_cpu_freq_hz,sat_cpu_freq_gbps_equiv,method_id,paper_label,method_family,n_rows,n_training_seeds,n_eval_seed_bases,episodes_per_eval_seed_base,total_episodes,reward_sum_mean,reward_sum_std,processed_ratio_eval_mean,processed_ratio_eval_std,drop_ratio_eval_mean,drop_ratio_eval_std,pre_backlog_steps_eval_mean,pre_backlog_steps_eval_std,D_sys_report_mean,D_sys_report_std,queue_total_mean_mean,queue_total_mean_std,collision_episode_fraction_mean,collision_episode_fraction_std,sat_overlap_eval_mean,sat_overlap_eval_std,episode_length_mean,episode_length_std,arrival_step_mean_mean,arrival_step_mean_std,outflow_arrival_ratio_mean,outflow_arrival_ratio_std
load,2,0.75,1500000.0,1.5,2000000.0,2.0,10000000.0,10.0,50000000000.0,50.0,queue_aware_bw,QBS,fixed,3,0,3,64.0,192,33.97549703981107,0.5766399417324398,0.5809788315071881,0.02471367573621476,0.3244209088489985,0.022669724005181163,17.808937150101997,0.9841249270939059,36.21496310479194,4.352902647550348,534268127.3452917,29523748.573909063,0.005208333333333333,0.009021097956087902,1.0,0.0,248.703125,2.246253391065888,29999976.354291663,92.95535587202787,0.6070326685297209,0.019637470541659634
load,2,0.75,1500000.0,1.5,2000000.0,2.0,10000000.0,10.0,50000000000.0,50.0,static_uniform,Uniform,fixed,3,0,3,64.0,192,34.02369731051537,0.5065719682046024,0.5719022766929119,0.01770435343016395,0.35374874352142294,0.017834644275109352,15.483057186152921,0.6555335561319174,35.729790326034625,4.579598709907749,464491726.5068542,19666007.107206896,0.005208333333333333,0.009021097956087902,0.48287848269101225,0.001331718320960347,248.703125,2.246253391065888,29999976.354291663,92.95535587202787,0.57218660572956,0.017608763998436708
load,3,1.00,2000000.0,2.0,2000000.0,2.0,10000000.0,10.0,50000000000.0,50.0,relcritic,STARS,learned,9,3,3,64.0,576,71.03967188246962,1.5464709201850215,0.9106397460474843,0.013950712090453366,0.07277009162629755,0.012425719024246138,4.462752303307601,0.46609702888766447,6.2869644082950265,0.8204415981742349,178510089.9823755,18643880.93906039,0.005208333333333333,0.0078125,0.5429978207388378,0.04427384888111802,248.89583333333334,1.7302703399234323,39999985.68672421,81.127734091038,0.9111427571233359,0.014060841605492279
load,3,1.00,2000000.0,2.0,2000000.0,2.0,10000000.0,10.0,50000000000.0,50.0,globalcritic,STARS-GC,learned,9,3,3,64.0,576,47.371860947860924,19.63995587824901,0.7253130449843097,0.1366326474798746,0.2375591389587705,0.12119082707338777,7.537831866574487,2.348692385377818,16.18259584091116,7.70148612547122,301513271.1024788,93947694.27768299,0.03298611111111111,0.03355234043418001,0.8279887329033735,0.11933172016766462,244.96527777777777,4.342427419054571,39999997.44494422,65.29897026216595,0.725787170386305,0.13655886434826178
load,3,1.00,2000000.0,2.0,2000000.0,2.0,10000000.0,10.0,50000000000.0,50.0,cluster_center_queue_aware,QCCS,fixed,3,0,3,64.0,192,50.44828254438471,0.335359255179831,0.8932024265182359,0.007021421203577952,0.079441526034458,0.0053306056851333845,6.178708912102767,0.11536641115269991,8.512473941654628,0.3360439341148677,247148353.63220835,4614656.396575903,0.005208333333333333,0.009021097956087902,0.7618333399947738,0.011937640611909257,248.95833333333334,1.8042195912175805,40000011.265083335,41.87003494915618,0.9025490984159038,0.007195365244679377
load,3,1.00,2000000.0,2.0,2000000.0,2.0,10000000.0,10.0,50000000000.0,50.0,maxweight_lyapunov,Lyapunov,fixed,3,0,3,64.0,192,44.65631763163643,0.5582279179665249,0.8452853448087118,0.00719774480941254,0.12417910694608607,0.005775662198460206,7.728779154651954,0.25068373034420927,10.969330898876875,0.6466734387481913,309151162.5816666,10027349.075788308,0.0,0.0,0.9723576405160133,0.00034459068565437137,250.0,0.0,40000010.617416665,42.966102660487735,0.8510054291331328,0.006533216063535436
load,3,1.00,2000000.0,2.0,2000000.0,2.0,10000000.0,10.0,50000000000.0,50.0,queue_aware_bw,QBS,fixed,3,0,3,64.0,192,32.96464970017163,0.462241715190997,0.4740623552009928,0.021570332982378523,0.43751464540674595,0.020260837194267217,16.58910953643926,0.7174540129437901,39.70814979702786,4.256462251285661,663564373.560771,28698160.224306587,0.005208333333333333,0.009021097956087902,1.0,0.0,248.703125,2.246253391065888,39999973.05016667,107.45483522033899,0.5065377001787058,0.015462406096492467
load,3,1.00,2000000.0,2.0,2000000.0,2.0,10000000.0,10.0,50000000000.0,50.0,static_uniform,Uniform,fixed,3,0,3,64.0,192,33.228889282948025,0.46615097654611654,0.47280663133862744,0.014752805203524132,0.4625712588484993,0.015729132757365705,13.613806173820764,0.5883627451413829,37.05277736449977,4.439453284208994,544552240.6469792,23534509.474136535,0.005208333333333333,0.009021097956087902,0.48287848269101225,0.001331718320960347,248.703125,2.246253391065888,39999973.05016667,107.45483522033899,0.47337972635013004,0.014215741526860958
load,4,1.25,2500000.0,2.5,2000000.0,2.0,10000000.0,10.0,50000000000.0,50.0,relcritic,STARS,learned,9,3,3,64.0,576,46.083586645506635,0.5423305271507994,0.8242124936879403,0.012611019692349387,0.1521105397056836,0.010278394067035656,5.7404625996695,0.37596405191194376,8.814289470725615,0.7507475871316825,287023131.63595265,18798202.615646437,0.006944444444444444,0.01135129933213717,0.5529079011380893,0.02945286810393864,248.66493055555554,2.2320123969812036,49999987.14188713,89.68129860763122,0.8257483428499464,0.01250037955397872
load,4,1.25,2500000.0,2.5,2000000.0,2.0,10000000.0,10.0,50000000000.0,50.0,globalcritic,STARS-GC,learned,9,3,3,64.0,576,38.48857952988086,5.974615320689592,0.6703367729096736,0.11131514488601024,0.2922169866886178,0.10094432646949232,7.277249723383682,1.2683527753503896,15.084933889082356,5.274219212494514,363862488.2993375,63417639.1611981,0.05381944444444445,0.04885849749816072,0.8246512272765846,0.12404576816151668,243.22395833333334,5.209174411255108,49999999.74736859,73.29117147433686,0.6710483251994555,0.11121966509659009
