table_family,row_id,row_scope,scenario,kind,method,method_role,training_seed,return_target,checkpoint_update,config,checkpoint,remote_run_dir,remote_out_dir,local_metrics_file,remote_metrics_file,metrics_row_selector,eval_seed_base,eval_seed_bases,episodes_per_seed,total_episodes,num_envs,git_branch,git_commit,status,reward_sum,reward_mean,reward_std,processed_ratio_eval,processed_mean,drop_ratio_eval,drop_mean,gu_drop_ratio,uav_drop_ratio,sat_drop_ratio,pre_backlog_steps_eval,D_sys_report,queue_total_mean,sat_overlap_eval,sat_overlap_mean,collision_episode_fraction,collision_mean,terminated_early,episode_length,outflow_arrival_ratio,best_learned,best_learned_checkpoint,best_learned_reward_mean,best_baseline,best_baseline_reward_mean,delta_mean,delta_min_across_seeds,rank_mean,rank_min,rank_max,best_update_validation,best_reward_validation,final_update_validation,final_reward_validation,heldout_best_reward,heldout_final_reward,stop_reason,source_row_count,notes
phase3_6uav80gu_return_target_training,mc_seed45211_training_summary,training run summary row,main_6uav80gu_t250_fixed_queue_ref,learned,mc,learned_policy,45211,mc,125,configs/experiments/phase3_generalization/main_6uav80gu_t250.yaml,/home/sgy/workspace/sagin_marl/runs/phase3/main_6uav80gu/main_6uav80gu_return_targets_seed45211_20260703_022133/mc_seed45211/checkpoint_update0125.pt,/home/sgy/workspace/sagin_marl/runs/phase3/main_6uav80gu/main_6uav80gu_return_targets_seed45211_20260703_022133,/home/sgy/workspace/sagin_marl/runs/phase3/main_6uav80gu/main_6uav80gu_return_targets_seed45211_20260703_022133/mc_seed45211,.local_guidance/phase3/data/main_6uav80gu_return_targets_seed45211_20260703_022133/aggregate_reward_summary.csv,/home/sgy/workspace/sagin_marl/runs/phase3/main_6uav80gu/main_6uav80gu_return_targets_seed45211_20260703_022133/aggregate_reward_summary.csv; /home/sgy/workspace/sagin_marl/runs/phase3/main_6uav80gu/main_6uav80gu_return_targets_seed45211_20260703_022133/mc_seed45211/metrics.csv; /home/sgy/workspace/sagin_marl/runs/phase3/main_6uav80gu/main_6uav80gu_return_targets_seed45211_20260703_022133/mc_seed45211/validation_summary.csv,method=mc,heldout/validation schedule,,128 held-out where available,,64,,,complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125,19.127226308220997,375,13.71404930925928,17.35716895479709,12.29575502750231,plateau_patience,,Best checkpoint listed in checkpoint; final checkpoint was /home/sgy/workspace/sagin_marl/runs/phase3/main_6uav80gu/main_6uav80gu_return_targets_seed45211_20260703_022133/mc_seed45211/checkpoint_update0375.pt. Historical fixed-reference training semantics.
phase3_6uav80gu_return_target_training,bootstrap_seed45211_training_summary,training run summary row,main_6uav80gu_t250_fixed_queue_ref,learned,bootstrap,learned_policy,45211,bootstrap_gae,400,configs/experiments/phase3_generalization/main_6uav80gu_t250.yaml,/home/sgy/workspace/sagin_marl/runs/phase3/main_6uav80gu/main_6uav80gu_return_targets_seed45211_20260703_022133/bootstrap_seed45211/checkpoint_update0400.pt,/home/sgy/workspace/sagin_marl/runs/phase3/main_6uav80gu/main_6uav80gu_return_targets_seed45211_20260703_022133,/home/sgy/workspace/sagin_marl/runs/phase3/main_6uav80gu/main_6uav80gu_return_targets_seed45211_20260703_022133/bootstrap_seed45211,.local_guidance/phase3/data/main_6uav80gu_return_targets_seed45211_20260703_022133/aggregate_reward_summary.csv,/home/sgy/workspace/sagin_marl/runs/phase3/main_6uav80gu/main_6uav80gu_return_targets_seed45211_20260703_022133/aggregate_reward_summary.csv; /home/sgy/workspace/sagin_marl/runs/phase3/main_6uav80gu/main_6uav80gu_return_targets_seed45211_20260703_022133/bootstrap_seed45211/metrics.csv; /home/sgy/workspace/sagin_marl/runs/phase3/main_6uav80gu/main_6uav80gu_return_targets_seed45211_20260703_022133/bootstrap_seed45211/validation_summary.csv,method=bootstrap,heldout/validation schedule,,128 held-out where available,,64,,,complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400,35.238306084647775,450,34.95318486215547,34.98602968332125,35.0308210682706,plateau_patience,,Best checkpoint listed in checkpoint; final checkpoint was /home/sgy/workspace/sagin_marl/runs/phase3/main_6uav80gu/main_6uav80gu_return_targets_seed45211_20260703_022133/bootstrap_seed45211/checkpoint_update0450.pt. Historical fixed-reference training semantics.
