method,row_type,checkpoint,n_train_seeds,n_eval_seed_bases_per_seed,episodes_per_eval_seed_base,Reward_mean,Reward_std,Processed_mean,Processed_std,Drop_mean,Drop_std,Backlog_mean,Backlog_std,D_sys_mean,D_sys_std,Collision_mean,Collision_std
RelCritic,learned,selected,3,3,64,71.0172281411166,0.8239736424865105,0.9106332378161955,0.011913414417461913,0.07277136757510805,0.01209213562216086,4.463106305254282,0.4436917358705772,6.287375183906579,0.5267672028643992,0.005208333333333333,0.0
RelCritic,learned,final,3,3,64,62.24433629822064,10.300173445175618,0.8545286376400152,0.053503702008956405,0.12655474065843522,0.04704759362740538,4.710708871642548,0.9129042034525735,7.739961110990102,2.2419147461628803,0.013888888888888888,0.012028130608117204
GlobalCritic,learned,selected,3,3,64,47.34894549778093,22.68495966684939,0.7253216308848521,0.15698385307273607,0.23735303543361355,0.13904540683707847,7.536443636091083,2.6858843503181244,16.20950079342916,8.77479758888118,0.03819444444444445,0.0338875369721235
GlobalCritic,learned,final,3,3,64,43.402188323619264,20.60554377198688,0.6471586458938959,0.22684662664661168,0.29926114543749993,0.19612099517071116,9.3717605821868,3.6314310246243036,23.43803467161887,15.400925597005402,0.11805555555555557,0.16847435477719624
MAPPO-like,learned,selected,3,3,64,27.47716866600666,1.5907916279855743,0.5077594731026849,0.028166167661696363,0.3755156600310494,0.017099196471663105,16.74166440983453,0.2655247194505365,37.21285409117388,2.4396768407299807,0.3020833333333333,0.058694935779086695
MAPPO-like,learned,final,3,3,64,26.806610489136375,0.27165457934609494,0.5012341586334745,0.013693015893967826,0.3773372861853041,0.015920114117041143,16.716000961764582,0.06433441474886248,37.96368852189141,1.6903981312379894,0.3333333333333333,0.0
