sweep,point_index,num_uav,num_gu,map_size_m,uav_density_per_km2,method_id,paper_label,method_family,n_rows,n_training_seeds,n_eval_seed_bases,episodes_per_eval_seed_base,total_episodes,reward_sum_mean,reward_sum_std,processed_ratio_eval_mean,processed_ratio_eval_std,drop_ratio_eval_mean,drop_ratio_eval_std,pre_backlog_steps_eval_mean,pre_backlog_steps_eval_std,D_sys_report_mean,D_sys_report_std,queue_total_mean_mean,queue_total_mean_std,collision_episode_fraction_mean,collision_episode_fraction_std,near_collision_ratio_mean,near_collision_ratio_std,near_collision_steps_mean,near_collision_steps_std,terminated_early_mean,terminated_early_std,sat_overlap_eval_mean,sat_overlap_eval_std,episode_length_mean,episode_length_std,arrival_step_mean_mean,arrival_step_mean_std,outflow_arrival_ratio_mean,outflow_arrival_ratio_std
uav_density,3,4,20,1500.0,1.7777777777777777,cluster_center_queue_aware,QCCS,fixed,3,0,3,64.0,192,9.864607268866772,0.11256959134670762,0.6347504940276238,0.01113858326536074,0.18355878154763014,0.00353462503759923,7.285205419009572,0.5275293544822701,14.288444157164777,1.1242710581724484,291408213.34936845,21101174.037246987,1.0,0.0,,0.0,,0.0,1.0,0.0,1.0,0.0,58.1875,1.631971224662065,40000115.71797064,71.22466605769462,0.6452183046344907,0.008842876730195327
uav_density,3,4,20,1500.0,1.7777777777777777,maxweight_lyapunov,Lyapunov,fixed,3,0,3,64.0,192,42.63571177892542,0.7842387653878815,0.7828074825706802,0.003979457680701346,0.17551243599395683,0.009773585527878112,8.757468648936998,0.23107750352831588,13.085167540799695,0.20582116077517662,350298741.827352,9243099.969802799,0.010416666666666666,0.009021097956087902,,0.0,,0.0,0.010416666666666666,0.009021097956087902,0.9892323418736203,0.0007867115993339959,248.375,2.0228793873152693,40000060.01981416,40.66395147522507,0.7917889695119654,0.005470393142339197
uav_density,1,5,20,1500.0,2.2222222222222223,relcritic,STARS,learned,9,3,3,64.0,576,44.52900570303771,5.576719657073681,0.8488878982315416,0.0077269089146635534,0.10255365864017774,0.012896476099664446,5.085486472301196,0.4676856484341866,7.375499114059795,0.8543246195465103,203419456.39190283,18707425.69024591,0.4357638888888889,0.13245458308364083,,0.0,,0.0,0.4340277777777778,0.13481436568275817,0.5617918661585868,0.06612038130525509,199.86458333333334,20.63820008465794,40000061.83673861,64.49194520605342,0.8537638764965121,0.007604871530102521
uav_density,1,5,20,1500.0,2.2222222222222223,globalcritic,STARS-GC,learned,9,3,3,64.0,576,29.62889618048858,13.840275958009354,0.6744461549818256,0.13868016761109803,0.22707415132016773,0.10259122561750404,7.22477389054508,1.1994396003133536,14.359580105719306,5.601899305400603,288990973.8388546,47977605.55596423,0.6145833333333334,0.25109622937481557,,0.0,,0.0,0.6128472222222222,0.25312714333797637,0.8099308795784155,0.1479639560325878,163.95833333333334,38.41471472778611,40000083.50181425,61.572899222315094,0.6789622441115777,0.1440451549536815
uav_density,1,5,20,1500.0,2.2222222222222223,cluster_center_queue_aware,QCCS,fixed,3,0,3,64.0,192,7.668740519244845,0.3815600646201909,0.5881970437180731,0.023534523705164494,0.1672139366891943,0.00998265029192276,6.870120098391151,0.592520478779007,13.691422327639248,1.558618350749506,274804800.7595444,23700818.90795659,1.0,0.0,,0.0,,0.0,1.0,0.0,0.999058740143607,0.0008241054669373563,44.734375,2.6572148982769535,40000129.31720036,84.22283925358718,0.6091650654210325,0.02651810702012877
uav_density,1,5,20,1500.0,2.2222222222222223,maxweight_lyapunov,Lyapunov,fixed,3,0,3,64.0,192,33.606684925539106,0.9107133043520103,0.7454635597888761,0.0019288017925711914,0.18693328175151877,0.009150350077550046,9.293689948852883,0.5967272365965031,14.190807102433013,0.9138657644940852,371747593.5835749,23869089.10260167,0.46875,0.04133986423538423,,0.0,,0.0,0.46875,0.04133986423538423,0.9949761014931587,0.0006634964565086877,203.85416666666666,7.520387870579438,40000088.5723878,30.78322427380693,0.7689422286698433,0.003519207668661248
uav_density,2,6,20,1500.0,2.6666666666666665,relcritic,STARS,learned,9,3,3,64.0,576,33.15921370817038,7.793328180486432,0.8218591281077097,0.013520800215787294,0.10810819381774495,0.013788736284850209,5.080924461501998,0.41162746695148217,7.654060933613788,0.8190013383650869,203236975.99595913,16465098.444228478,0.7638888888888888,0.1462512612718643,,0.0,,0.0,0.7638888888888888,0.1462512612718643,0.587688573436412,0.07248235584061835,154.92534722222223,30.85923138591758,40000085.34472226,51.55943358964599,0.8293462089668775,0.01276218234229269
uav_density,2,6,20,1500.0,2.6666666666666665,globalcritic,STARS-GC,learned,9,3,3,64.0,576,20.727322539211148,11.625897983531708,0.6615138802324757,0.13052361135173352,0.20666024699640162,0.08224404412478516,6.868367611300824,0.6679629820856072,13.34466335166096,4.280920744079765,274734750.38482475,26718549.337770104,0.8576388888888888,0.19095841174811104,,0.0,,0.0,0.8559027777777778,0.19402352444534773,0.8122025779900097,0.15369811666798133,113.55902777777777,42.758012899346646,40000100.49820167,69.06729228191524,0.6704803370544974,0.14107796682193338
uav_density,2,6,20,1500.0,2.6666666666666665,cluster_center_queue_aware,QCCS,fixed,3,0,3,64.0,192,6.849472240040389,0.4495259690338265,0.555935256190927,0.0033686713242584605,0.16270860176923493,0.0060306060192877745,6.633168993638573,0.3257366474171859,13.939003498017858,0.780682026383405,265326756.65821493,13029465.908659605,1.0,0.0,,0.0,,0.0,1.0,0.0,0.9048494025179399,0.006832582417798305,39.723958333333336,2.693005504233761,40000194.34860171,101.06674414253487,0.5947123586204413,0.00933614085380065
uav_density,2,6,20,1500.0,2.6666666666666665,maxweight_lyapunov,Lyapunov,fixed,3,0,3,64.0,192,25.279817607292596,1.4171141149244704,0.7130898686386453,0.007068821304854711,0.1923904477306947,0.01751392832796027,9.439257466490632,0.40723622865338804,14.70267666642251,0.5511777598630844,377570294.24750215,16289448.876545427,0.8072916666666666,0.039322054350368486,,0.0,,0.0,0.8020833333333334,0.03252603124165832,0.9980157363758158,0.0002963336499227825,154.8125,10.196829987641992,40000097.129675604,8.1647471123929,0.7479076317637534,0.013526710595550166
