scenario,kind,method,update,seed_base,episodes,num_envs,config,checkpoint,out_dir,reward_sum,processed_ratio_eval,drop_ratio_eval,gu_drop_ratio,uav_drop_ratio,sat_drop_ratio,pre_backlog_steps_eval,D_sys_report,queue_total_mean,gu_queue_mean,uav_queue_mean,sat_queue_mean,sat_overlap_eval,collision_episode_fraction,terminated_early,episode_length,outflow_arrival_ratio,sat_processed_arrival_ratio,access_sum,backhaul_sum,sat_processed_sum
6uav40gu_resource_2x_access_backhaul,learned,bootstrap_seed61723_best_u0325,seed61723_u0325,980000,64,64,/home/sgy/workspace/sagin_marl/runs/phase3/diagnostics/diagnostic_6uav40_density_resource_20260711_150245/configs/6uav40gu_resource_2x_access_backhaul.yaml,runs/phase3/main_6uav80gu_bootstrap_auto_ref_multiseed_critic_eager_20260710_173132/seed61723/bootstrap_seed61723/checkpoint_update0325.pt,/home/sgy/workspace/sagin_marl/runs/phase3/diagnostics/diagnostic_6uav40_density_resource_20260711_150245/formal/6uav40gu_resource_2x_access_backhaul/seed980000/bootstrap_seed61723_best_u0325,34.49556647636928,0.6024014688671232,0.30533609051932464,0.28028302003658656,0.025052927295499218,0.0,11.185590886952093,20.085246527261592,895801777.2209836,10545806.564483695,78835833.02001916,6628.586836716322,0.9721105309157995,0.328125,0.328125,222.046875,0.679026771330215,0.6024008921807279,,10843302422.0625,10843203499.03125
6uav40gu_resource_2x_access_backhaul,baseline,cluster_center_queue_aware,,980000,64,64,/home/sgy/workspace/sagin_marl/runs/phase3/diagnostics/diagnostic_6uav40_density_resource_20260711_150245/configs/6uav40gu_resource_2x_access_backhaul.yaml,,/home/sgy/workspace/sagin_marl/runs/phase3/diagnostics/diagnostic_6uav40_density_resource_20260711_150245/formal/6uav40gu_resource_2x_access_backhaul/seed980000/cluster_center_queue_aware,39.48278513236437,0.7494101599631783,0.1783726865730685,0.1368326661704534,0.04154014053638829,0.0,10.801351133300928,16.179442260032555,866508927.7312523,7910085.318229267,91284111.24866329,16672.54976388889,0.9011791796833274,0.0625,0.0625,235.765625,0.8328765833104553,0.7494104893554222,,14414385778.671875,14394754009.671875
6uav40gu_resource_2x_access_backhaul,baseline,maxweight_lyapunov,,980000,64,64,/home/sgy/workspace/sagin_marl/runs/phase3/diagnostics/diagnostic_6uav40_density_resource_20260711_150245/configs/6uav40gu_resource_2x_access_backhaul.yaml,,/home/sgy/workspace/sagin_marl/runs/phase3/diagnostics/diagnostic_6uav40_density_resource_20260711_150245/formal/6uav40gu_resource_2x_access_backhaul/seed980000/maxweight_lyapunov,33.05270711344201,0.7033423660160092,0.2538082464710813,0.25209812002019805,0.0017103044004190013,0.0,7.555767409831974,11.500797430428968,604939821.4730805,11743807.548200263,22451513.909468494,3322.471878258128,0.9933130773786157,0.28125,0.28125,224.46875,0.7179204558075941,0.7033429587446972,,12676570363.757812,12676087073.976562
6uav40gu_resource_2x_access_backhaul,baseline,static_uniform,,980000,64,64,/home/sgy/workspace/sagin_marl/runs/phase3/diagnostics/diagnostic_6uav40_density_resource_20260711_150245/configs/6uav40gu_resource_2x_access_backhaul.yaml,,/home/sgy/workspace/sagin_marl/runs/phase3/diagnostics/diagnostic_6uav40_density_resource_20260711_150245/formal/6uav40gu_resource_2x_access_backhaul/seed980000/static_uniform,31.35243615170475,0.48519585643988106,0.46456190341186127,0.4628546230532717,0.0017074377426874265,0.0,9.78510803399142,24.996408924521877,782866483.1657501,17495676.659523442,13830261.212000001,401.73227777777777,0.48650001757964506,0.015625,0.015625,246.109375,0.4904268582301596,0.4851953083398964,,9551731640.570312,9551731640.445312
6uav40gu_resource_2x_access_backhaul,learned,bootstrap_seed45210_best_u0375,seed45210_u0375,981000,64,64,/home/sgy/workspace/sagin_marl/runs/phase3/diagnostics/diagnostic_6uav40_density_resource_20260711_150245/configs/6uav40gu_resource_2x_access_backhaul.yaml,runs/phase3/main_6uav80gu_bootstrap_auto_ref_multiseed_critic_eager_20260710_173132/seed45210/bootstrap_seed45210/checkpoint_update0375.pt,/home/sgy/workspace/sagin_marl/runs/phase3/diagnostics/diagnostic_6uav40_density_resource_20260711_150245/formal/6uav40gu_resource_2x_access_backhaul/seed981000/bootstrap_seed45210_best_u0375,38.625365619314834,0.7400405764659311,0.17943970613271243,0.15908644502491898,0.020296279227200155,5.71199370655057e-05,9.776223427677351,14.681690009138897,815655252.2694402,8210333.225168087,75614089.37400089,233037.40905708718,0.9689703009290691,0.109375,0.109375,231.21875,0.8012284187242595,0.7400423523374439,,13946467443.8125,13875812034.625
6uav40gu_resource_2x_access_backhaul,learned,bootstrap_seed45211_best_u0375,seed45211_u0375,981000,64,64,/home/sgy/workspace/sagin_marl/runs/phase3/diagnostics/diagnostic_6uav40_density_resource_20260711_150245/configs/6uav40gu_resource_2x_access_backhaul.yaml,runs/phase3/main_6uav80gu_bootstrap_auto_ref_multiseed_critic_eager_20260710_173132/seed45211/bootstrap_seed45211/checkpoint_update0375.pt,/home/sgy/workspace/sagin_marl/runs/phase3/diagnostics/diagnostic_6uav40_density_resource_20260711_150245/formal/6uav40gu_resource_2x_access_backhaul/seed981000/bootstrap_seed45211_best_u0375,35.42959306179546,0.6676275703536895,0.22580374021961588,0.20583080928238065,0.019973174405850464,0.0,9.413354465899934,15.976425360856473,755007090.7305336,9266857.359115139,63732342.3250304,13463.488695079528,0.9586231303653194,0.171875,0.171875,218.15625,0.7472798284515156,0.6676295382911143,,11787252935.0,11786850099.9375
6uav40gu_resource_2x_access_backhaul,learned,bootstrap_seed61723_best_u0325,seed61723_u0325,981000,64,64,/home/sgy/workspace/sagin_marl/runs/phase3/diagnostics/diagnostic_6uav40_density_resource_20260711_150245/configs/6uav40gu_resource_2x_access_backhaul.yaml,runs/phase3/main_6uav80gu_bootstrap_auto_ref_multiseed_critic_eager_20260710_173132/seed61723/bootstrap_seed61723/checkpoint_update0325.pt,/home/sgy/workspace/sagin_marl/runs/phase3/diagnostics/diagnostic_6uav40_density_resource_20260711_150245/formal/6uav40gu_resource_2x_access_backhaul/seed981000/bootstrap_seed61723_best_u0325,34.99881567968987,0.6051894734395296,0.285374043645439,0.26449907922526317,0.02087503661146809,0.0,11.813741951139548,20.895593908127207,947163290.9838117,10515620.98937716,87412417.53828245,14332.958407282598,0.9664248633393188,0.21875,0.21875,227.265625,0.6829031610617383,0.6051904506148785,,11241752878.484375,11241752880.390625
6uav40gu_resource_2x_access_backhaul,baseline,cluster_center_queue_aware,,981000,64,64,/home/sgy/workspace/sagin_marl/runs/phase3/diagnostics/diagnostic_6uav40_density_resource_20260711_150245/configs/6uav40gu_resource_2x_access_backhaul.yaml,,/home/sgy/workspace/sagin_marl/runs/phase3/diagnostics/diagnostic_6uav40_density_resource_20260711_150245/formal/6uav40gu_resource_2x_access_backhaul/seed981000/cluster_center_queue_aware,38.17640002036933,0.7791776634848342,0.14021750640938663,0.10347053918904886,0.03674719831121936,0.0,10.41472800745864,14.511843650190372,836790947.5412056,7102112.157510671,91515624.24609789,25088.308224802382,0.9124851444285701,0.109375,0.109375,225.828125,0.8584699994560246,0.7791785079444451,,14350932728.359375,14328497997.984375
6uav40gu_resource_2x_access_backhaul,baseline,maxweight_lyapunov,,981000,64,64,/home/sgy/workspace/sagin_marl/runs/phase3/diagnostics/diagnostic_6uav40_density_resource_20260711_150245/configs/6uav40gu_resource_2x_access_backhaul.yaml,,/home/sgy/workspace/sagin_marl/runs/phase3/diagnostics/diagnostic_6uav40_density_resource_20260711_150245/formal/6uav40gu_resource_2x_access_backhaul/seed981000/maxweight_lyapunov,31.525204651756212,0.7228575360513307,0.21957752547618212,0.21702658354549556,0.0025509494457055084,0.0,7.292207695941294,10.820944176622437,583777257.0142412,11168597.480642224,22772118.33462772,2782.2774445751597,0.9910354576062954,0.34375,0.34375,212.890625,0.7418294740246368,0.7228581987766828,,12458070884.390625,12457312885.015625
6uav40gu_resource_2x_access_backhaul,baseline,static_uniform,,981000,64,64,/home/sgy/workspace/sagin_marl/runs/phase3/diagnostics/diagnostic_6uav40_density_resource_20260711_150245/configs/6uav40gu_resource_2x_access_backhaul.yaml,,/home/sgy/workspace/sagin_marl/runs/phase3/diagnostics/diagnostic_6uav40_density_resource_20260711_150245/formal/6uav40gu_resource_2x_access_backhaul/seed981000/static_uniform,31.204271794878878,0.5086213557831942,0.428705077544781,0.42434271525332073,0.004362473068339635,0.0,9.644384408450222,21.98407991377683,771689632.8618747,16550083.414070314,18257901.20933333,964.5086666666666,0.48803751792758693,0.046875,0.046875,238.328125,0.521113349965983,0.508623120937935,,9655593039.414062,9655593043.007812
