event,timestamp,sweep,gpu,point_index,num_uav,num_gu,map_size_m,uav_density_per_km2,method_id,paper_label,method_family,training_seed,checkpoint_role,eval_seed_base,episodes,num_envs,config_path,checkpoint_path,baseline_policy,out_dir,label,rc,elapsed_sec,reward_sum,processed_ratio_eval,drop_ratio_eval,pre_backlog_steps_eval,D_sys_report,queue_total_mean,collision_episode_fraction,near_collision_ratio,near_collision_steps,terminated_early,sat_overlap_eval,episode_length,arrival_step_mean,outflow_arrival_ratio,error
start,2026-07-15T02:55:48+08:00,uav_density,0,2,3,20,1500.0,1.3333333333333333,relcritic,STARS,learned,91457,selected,982000,64,64,/home/sgy/workspace/sagin_marl_phase4_learning_ablation/runs/phase4_learning_ablation/3uav20gu_t250/uav_density_collision_smoke_20260715/configs/3uav20gu/structured_joint_mcgae_3uav20gu_t250_relational_critic.yaml,/home/sgy/workspace/sagin_marl_phase4_learning_ablation/runs/phase4_learning_ablation/3uav20gu_t250/relational_critic/seed91457_20260712_124615_resume_u0400_bootstrapgae_nocompile/best_checkpoint.pt,,/home/sgy/workspace/sagin_marl_phase4_learning_ablation/runs/phase4_learning_ablation/3uav20gu_t250/uav_density_collision_smoke_20260715/results/3uav20gu/learned/relcritic/seed91457/selected/seedbase982000,uav_density_3uav_relcritic_seed91457_selected_seedbase982000,,,,,,,,,,,,,,,,,
end,2026-07-15T02:55:54+08:00,uav_density,0,2,3,20,1500.0,1.3333333333333333,relcritic,STARS,learned,91457,selected,982000,64,64,/home/sgy/workspace/sagin_marl_phase4_learning_ablation/runs/phase4_learning_ablation/3uav20gu_t250/uav_density_collision_smoke_20260715/configs/3uav20gu/structured_joint_mcgae_3uav20gu_t250_relational_critic.yaml,/home/sgy/workspace/sagin_marl_phase4_learning_ablation/runs/phase4_learning_ablation/3uav20gu_t250/relational_critic/seed91457_20260712_124615_resume_u0400_bootstrapgae_nocompile/best_checkpoint.pt,,/home/sgy/workspace/sagin_marl_phase4_learning_ablation/runs/phase4_learning_ablation/3uav20gu_t250/uav_density_collision_smoke_20260715/results/3uav20gu/learned/relcritic/seed91457/selected/seedbase982000,uav_density_3uav_relcritic_seed91457_selected_seedbase982000,0,5.998,68.23007590766065,0.9244558079130948,0.06162869759809974,4.970765561723186,6.645282835910334,198830619.87981254,0.0,,,0.0,0.5974323042528701,250.0,40000043.900750004,0.9249209309705079,
start,2026-07-15T02:55:54+08:00,uav_density,0,2,3,20,1500.0,1.3333333333333333,globalcritic,STARS-GC,learned,45211,selected,980000,64,64,/home/sgy/workspace/sagin_marl_phase4_learning_ablation/runs/phase4_learning_ablation/3uav20gu_t250/uav_density_collision_smoke_20260715/configs/3uav20gu/structured_joint_mcgae_3uav20gu_t250_global_only_critic.yaml,/home/sgy/workspace/sagin_marl_phase4_learning_ablation/runs/phase4_learning_ablation/3uav20gu_t250/global_only_critic/seed45211_20260712_124615_bootstrapgae_nocompile/best_checkpoint.pt,,/home/sgy/workspace/sagin_marl_phase4_learning_ablation/runs/phase4_learning_ablation/3uav20gu_t250/uav_density_collision_smoke_20260715/results/3uav20gu/learned/globalcritic/seed45211/selected/seedbase980000,uav_density_3uav_globalcritic_seed45211_selected_seedbase980000,,,,,,,,,,,,,,,,,
end,2026-07-15T02:56:00+08:00,uav_density,0,2,3,20,1500.0,1.3333333333333333,globalcritic,STARS-GC,learned,45211,selected,980000,64,64,/home/sgy/workspace/sagin_marl_phase4_learning_ablation/runs/phase4_learning_ablation/3uav20gu_t250/uav_density_collision_smoke_20260715/configs/3uav20gu/structured_joint_mcgae_3uav20gu_t250_global_only_critic.yaml,/home/sgy/workspace/sagin_marl_phase4_learning_ablation/runs/phase4_learning_ablation/3uav20gu_t250/global_only_critic/seed45211_20260712_124615_bootstrapgae_nocompile/best_checkpoint.pt,,/home/sgy/workspace/sagin_marl_phase4_learning_ablation/runs/phase4_learning_ablation/3uav20gu_t250/uav_density_collision_smoke_20260715/results/3uav20gu/learned/globalcritic/seed45211/selected/seedbase980000,uav_density_3uav_globalcritic_seed45211_selected_seedbase980000,0,6.079,74.19378194026649,0.9062007033550182,0.07182085707840653,4.432625425954621,5.994402358683146,177305015.00411454,0.015625,,,0.015625,0.7144869960673776,246.28125,40000029.638666674,0.9064311463974967,
start,2026-07-15T02:56:00+08:00,uav_density,0,2,3,20,1500.0,1.3333333333333333,globalcritic,STARS-GC,learned,45211,selected,981000,64,64,/home/sgy/workspace/sagin_marl_phase4_learning_ablation/runs/phase4_learning_ablation/3uav20gu_t250/uav_density_collision_smoke_20260715/configs/3uav20gu/structured_joint_mcgae_3uav20gu_t250_global_only_critic.yaml,/home/sgy/workspace/sagin_marl_phase4_learning_ablation/runs/phase4_learning_ablation/3uav20gu_t250/global_only_critic/seed45211_20260712_124615_bootstrapgae_nocompile/best_checkpoint.pt,,/home/sgy/workspace/sagin_marl_phase4_learning_ablation/runs/phase4_learning_ablation/3uav20gu_t250/uav_density_collision_smoke_20260715/results/3uav20gu/learned/globalcritic/seed45211/selected/seedbase981000,uav_density_3uav_globalcritic_seed45211_selected_seedbase981000,,,,,,,,,,,,,,,,,
end,2026-07-15T02:56:06+08:00,uav_density,0,2,3,20,1500.0,1.3333333333333333,globalcritic,STARS-GC,learned,45211,selected,981000,64,64,/home/sgy/workspace/sagin_marl_phase4_learning_ablation/runs/phase4_learning_ablation/3uav20gu_t250/uav_density_collision_smoke_20260715/configs/3uav20gu/structured_joint_mcgae_3uav20gu_t250_global_only_critic.yaml,/home/sgy/workspace/sagin_marl_phase4_learning_ablation/runs/phase4_learning_ablation/3uav20gu_t250/global_only_critic/seed45211_20260712_124615_bootstrapgae_nocompile/best_checkpoint.pt,,/home/sgy/workspace/sagin_marl_phase4_learning_ablation/runs/phase4_learning_ablation/3uav20gu_t250/uav_density_collision_smoke_20260715/results/3uav20gu/learned/globalcritic/seed45211/selected/seedbase981000,uav_density_3uav_globalcritic_seed45211_selected_seedbase981000,0,6.039,73.63272674684413,0.9023310903990639,0.08294767911145959,4.305137574394642,6.09391698055773,172205500.98562506,0.0,,,0.0,0.7175208512013777,250.0,39999962.112749994,0.9025669429284953,
start,2026-07-15T02:56:06+08:00,uav_density,0,2,3,20,1500.0,1.3333333333333333,globalcritic,STARS-GC,learned,45211,selected,982000,64,64,/home/sgy/workspace/sagin_marl_phase4_learning_ablation/runs/phase4_learning_ablation/3uav20gu_t250/uav_density_collision_smoke_20260715/configs/3uav20gu/structured_joint_mcgae_3uav20gu_t250_global_only_critic.yaml,/home/sgy/workspace/sagin_marl_phase4_learning_ablation/runs/phase4_learning_ablation/3uav20gu_t250/global_only_critic/seed45211_20260712_124615_bootstrapgae_nocompile/best_checkpoint.pt,,/home/sgy/workspace/sagin_marl_phase4_learning_ablation/runs/phase4_learning_ablation/3uav20gu_t250/uav_density_collision_smoke_20260715/results/3uav20gu/learned/globalcritic/seed45211/selected/seedbase982000,uav_density_3uav_globalcritic_seed45211_selected_seedbase982000,,,,,,,,,,,,,,,,,
end,2026-07-15T02:56:12+08:00,uav_density,0,2,3,20,1500.0,1.3333333333333333,globalcritic,STARS-GC,learned,45211,selected,982000,64,64,/home/sgy/workspace/sagin_marl_phase4_learning_ablation/runs/phase4_learning_ablation/3uav20gu_t250/uav_density_collision_smoke_20260715/configs/3uav20gu/structured_joint_mcgae_3uav20gu_t250_global_only_critic.yaml,/home/sgy/workspace/sagin_marl_phase4_learning_ablation/runs/phase4_learning_ablation/3uav20gu_t250/global_only_critic/seed45211_20260712_124615_bootstrapgae_nocompile/best_checkpoint.pt,,/home/sgy/workspace/sagin_marl_phase4_learning_ablation/runs/phase4_learning_ablation/3uav20gu_t250/uav_density_collision_smoke_20260715/results/3uav20gu/learned/globalcritic/seed45211/selected/seedbase982000,uav_density_3uav_globalcritic_seed45211_selected_seedbase982000,0,6.057,72.72459387802519,0.9082942350283264,0.0772292701345459,4.625732797155483,6.200343994508781,185029309.69562504,0.0,,,0.0,0.7255937671223656,250.0,40000043.900750004,0.9089875920223607,
start,2026-07-15T02:56:12+08:00,uav_density,0,2,3,20,1500.0,1.3333333333333333,globalcritic,STARS-GC,learned,73129,selected,980000,64,64,/home/sgy/workspace/sagin_marl_phase4_learning_ablation/runs/phase4_learning_ablation/3uav20gu_t250/uav_density_collision_smoke_20260715/configs/3uav20gu/structured_joint_mcgae_3uav20gu_t250_global_only_critic.yaml,/home/sgy/workspace/sagin_marl_phase4_learning_ablation/runs/phase4_learning_ablation/3uav20gu_t250/global_only_critic/seed73129_20260712_124615_bootstrapgae_nocompile/best_checkpoint.pt,,/home/sgy/workspace/sagin_marl_phase4_learning_ablation/runs/phase4_learning_ablation/3uav20gu_t250/uav_density_collision_smoke_20260715/results/3uav20gu/learned/globalcritic/seed73129/selected/seedbase980000,uav_density_3uav_globalcritic_seed73129_selected_seedbase980000,,,,,,,,,,,,,,,,,
end,2026-07-15T02:56:18+08:00,uav_density,0,2,3,20,1500.0,1.3333333333333333,globalcritic,STARS-GC,learned,73129,selected,980000,64,64,/home/sgy/workspace/sagin_marl_phase4_learning_ablation/runs/phase4_learning_ablation/3uav20gu_t250/uav_density_collision_smoke_20260715/configs/3uav20gu/structured_joint_mcgae_3uav20gu_t250_global_only_critic.yaml,/home/sgy/workspace/sagin_marl_phase4_learning_ablation/runs/phase4_learning_ablation/3uav20gu_t250/global_only_critic/seed73129_20260712_124615_bootstrapgae_nocompile/best_checkpoint.pt,,/home/sgy/workspace/sagin_marl_phase4_learning_ablation/runs/phase4_learning_ablation/3uav20gu_t250/uav_density_collision_smoke_20260715/results/3uav20gu/learned/globalcritic/seed73129/selected/seedbase980000,uav_density_3uav_globalcritic_seed73129_selected_seedbase980000,0,6.104,34.83149920718279,0.6308256029240632,0.32860740685548784,9.475435784385231,23.805324618060144,379017426.96854144,0.015625,,,0.015625,0.9817083344012498,247.265625,40000031.878166676,0.6313268836916711,
start,2026-07-15T02:56:18+08:00,uav_density,0,2,3,20,1500.0,1.3333333333333333,globalcritic,STARS-GC,learned,73129,selected,981000,64,64,/home/sgy/workspace/sagin_marl_phase4_learning_ablation/runs/phase4_learning_ablation/3uav20gu_t250/uav_density_collision_smoke_20260715/configs/3uav20gu/structured_joint_mcgae_3uav20gu_t250_global_only_critic.yaml,/home/sgy/workspace/sagin_marl_phase4_learning_ablation/runs/phase4_learning_ablation/3uav20gu_t250/global_only_critic/seed73129_20260712_124615_bootstrapgae_nocompile/best_checkpoint.pt,,/home/sgy/workspace/sagin_marl_phase4_learning_ablation/runs/phase4_learning_ablation/3uav20gu_t250/uav_density_collision_smoke_20260715/results/3uav20gu/learned/globalcritic/seed73129/selected/seedbase981000,uav_density_3uav_globalcritic_seed73129_selected_seedbase981000,,,,,,,,,,,,,,,,,
end,2026-07-15T02:56:24+08:00,uav_density,0,2,3,20,1500.0,1.3333333333333333,globalcritic,STARS-GC,learned,73129,selected,981000,64,64,/home/sgy/workspace/sagin_marl_phase4_learning_ablation/runs/phase4_learning_ablation/3uav20gu_t250/uav_density_collision_smoke_20260715/configs/3uav20gu/structured_joint_mcgae_3uav20gu_t250_global_only_critic.yaml,/home/sgy/workspace/sagin_marl_phase4_learning_ablation/runs/phase4_learning_ablation/3uav20gu_t250/global_only_critic/seed73129_20260712_124615_bootstrapgae_nocompile/best_checkpoint.pt,,/home/sgy/workspace/sagin_marl_phase4_learning_ablation/runs/phase4_learning_ablation/3uav20gu_t250/uav_density_collision_smoke_20260715/results/3uav20gu/learned/globalcritic/seed73129/selected/seedbase981000,uav_density_3uav_globalcritic_seed73129_selected_seedbase981000,0,6.110,35.80184237414505,0.6566592423683884,0.30304820481102085,8.342225452980562,19.128341312325002,333689014.1275753,0.03125,,,0.03125,0.9831271268466903,246.46875,39999966.967139676,0.6570604844222704,
start,2026-07-15T02:56:24+08:00,uav_density,0,2,3,20,1500.0,1.3333333333333333,globalcritic,STARS-GC,learned,73129,selected,982000,64,64,/home/sgy/workspace/sagin_marl_phase4_learning_ablation/runs/phase4_learning_ablation/3uav20gu_t250/uav_density_collision_smoke_20260715/configs/3uav20gu/structured_joint_mcgae_3uav20gu_t250_global_only_critic.yaml,/home/sgy/workspace/sagin_marl_phase4_learning_ablation/runs/phase4_learning_ablation/3uav20gu_t250/global_only_critic/seed73129_20260712_124615_bootstrapgae_nocompile/best_checkpoint.pt,,/home/sgy/workspace/sagin_marl_phase4_learning_ablation/runs/phase4_learning_ablation/3uav20gu_t250/uav_density_collision_smoke_20260715/results/3uav20gu/learned/globalcritic/seed73129/selected/seedbase982000,uav_density_3uav_globalcritic_seed73129_selected_seedbase982000,,,,,,,,,,,,,,,,,
end,2026-07-15T02:56:30+08:00,uav_density,0,2,3,20,1500.0,1.3333333333333333,globalcritic,STARS-GC,learned,73129,selected,982000,64,64,/home/sgy/workspace/sagin_marl_phase4_learning_ablation/runs/phase4_learning_ablation/3uav20gu_t250/uav_density_collision_smoke_20260715/configs/3uav20gu/structured_joint_mcgae_3uav20gu_t250_global_only_critic.yaml,/home/sgy/workspace/sagin_marl_phase4_learning_ablation/runs/phase4_learning_ablation/3uav20gu_t250/global_only_critic/seed73129_20260712_124615_bootstrapgae_nocompile/best_checkpoint.pt,,/home/sgy/workspace/sagin_marl_phase4_learning_ablation/runs/phase4_learning_ablation/3uav20gu_t250/uav_density_collision_smoke_20260715/results/3uav20gu/learned/globalcritic/seed73129/selected/seedbase982000,uav_density_3uav_globalcritic_seed73129_selected_seedbase982000,0,6.019,35.4909803570481,0.6676013280442163,0.2859810199051058,8.514008640067944,19.003323019237346,340560341.5879958,0.046875,,,0.046875,0.9817054934979161,243.5,40000029.32965849,0.6679257436969579,
start,2026-07-15T02:56:30+08:00,uav_density,0,2,3,20,1500.0,1.3333333333333333,globalcritic,STARS-GC,learned,91457,selected,980000,64,64,/home/sgy/workspace/sagin_marl_phase4_learning_ablation/runs/phase4_learning_ablation/3uav20gu_t250/uav_density_collision_smoke_20260715/configs/3uav20gu/structured_joint_mcgae_3uav20gu_t250_global_only_critic.yaml,/home/sgy/workspace/sagin_marl_phase4_learning_ablation/runs/phase4_learning_ablation/3uav20gu_t250/global_only_critic/seed91457_20260712_124615_bootstrapgae_nocompile/best_checkpoint.pt,,/home/sgy/workspace/sagin_marl_phase4_learning_ablation/runs/phase4_learning_ablation/3uav20gu_t250/uav_density_collision_smoke_20260715/results/3uav20gu/learned/globalcritic/seed91457/selected/seedbase980000,uav_density_3uav_globalcritic_seed91457_selected_seedbase980000,,,,,,,,,,,,,,,,,
end,2026-07-15T02:56:36+08:00,uav_density,0,2,3,20,1500.0,1.3333333333333333,globalcritic,STARS-GC,learned,91457,selected,980000,64,64,/home/sgy/workspace/sagin_marl_phase4_learning_ablation/runs/phase4_learning_ablation/3uav20gu_t250/uav_density_collision_smoke_20260715/configs/3uav20gu/structured_joint_mcgae_3uav20gu_t250_global_only_critic.yaml,/home/sgy/workspace/sagin_marl_phase4_learning_ablation/runs/phase4_learning_ablation/3uav20gu_t250/global_only_critic/seed91457_20260712_124615_bootstrapgae_nocompile/best_checkpoint.pt,,/home/sgy/workspace/sagin_marl_phase4_learning_ablation/runs/phase4_learning_ablation/3uav20gu_t250/uav_density_collision_smoke_20260715/results/3uav20gu/learned/globalcritic/seed91457/selected/seedbase980000,uav_density_3uav_globalcritic_seed91457_selected_seedbase980000,0,6.081,33.4761058256845,0.6264869995246888,0.3269219227923812,9.277453678166891,20.93738509058272,371098142.67050135,0.078125,,,0.078125,0.779517247825364,240.953125,40000030.70491591,0.6270472105938134,
start,2026-07-15T02:56:36+08:00,uav_density,0,2,3,20,1500.0,1.3333333333333333,globalcritic,STARS-GC,learned,91457,selected,981000,64,64,/home/sgy/workspace/sagin_marl_phase4_learning_ablation/runs/phase4_learning_ablation/3uav20gu_t250/uav_density_collision_smoke_20260715/configs/3uav20gu/structured_joint_mcgae_3uav20gu_t250_global_only_critic.yaml,/home/sgy/workspace/sagin_marl_phase4_learning_ablation/runs/phase4_learning_ablation/3uav20gu_t250/global_only_critic/seed91457_20260712_124615_bootstrapgae_nocompile/best_checkpoint.pt,,/home/sgy/workspace/sagin_marl_phase4_learning_ablation/runs/phase4_learning_ablation/3uav20gu_t250/uav_density_collision_smoke_20260715/results/3uav20gu/learned/globalcritic/seed91457/selected/seedbase981000,uav_density_3uav_globalcritic_seed91457_selected_seedbase981000,,,,,,,,,,,,,,,,,
end,2026-07-15T02:56:42+08:00,uav_density,0,2,3,20,1500.0,1.3333333333333333,globalcritic,STARS-GC,learned,91457,selected,981000,64,64,/home/sgy/workspace/sagin_marl_phase4_learning_ablation/runs/phase4_learning_ablation/3uav20gu_t250/uav_density_collision_smoke_20260715/configs/3uav20gu/structured_joint_mcgae_3uav20gu_t250_global_only_critic.yaml,/home/sgy/workspace/sagin_marl_phase4_learning_ablation/runs/phase4_learning_ablation/3uav20gu_t250/global_only_critic/seed91457_20260712_124615_bootstrapgae_nocompile/best_checkpoint.pt,,/home/sgy/workspace/sagin_marl_phase4_learning_ablation/runs/phase4_learning_ablation/3uav20gu_t250/uav_density_collision_smoke_20260715/results/3uav20gu/learned/globalcritic/seed91457/selected/seedbase981000,uav_density_3uav_globalcritic_seed91457_selected_seedbase981000,0,5.990,32.15408447070513,0.5984282042292395,0.33894369676288166,9.312368952037636,22.253394159837725,372494753.741827,0.09375,,,0.09375,0.7915387435182178,236.265625,39999844.73744741,0.5989783226715216,
start,2026-07-15T02:56:42+08:00,uav_density,0,2,3,20,1500.0,1.3333333333333333,globalcritic,STARS-GC,learned,91457,selected,982000,64,64,/home/sgy/workspace/sagin_marl_phase4_learning_ablation/runs/phase4_learning_ablation/3uav20gu_t250/uav_density_collision_smoke_20260715/configs/3uav20gu/structured_joint_mcgae_3uav20gu_t250_global_only_critic.yaml,/home/sgy/workspace/sagin_marl_phase4_learning_ablation/runs/phase4_learning_ablation/3uav20gu_t250/global_only_critic/seed91457_20260712_124615_bootstrapgae_nocompile/best_checkpoint.pt,,/home/sgy/workspace/sagin_marl_phase4_learning_ablation/runs/phase4_learning_ablation/3uav20gu_t250/uav_density_collision_smoke_20260715/results/3uav20gu/learned/globalcritic/seed91457/selected/seedbase982000,uav_density_3uav_globalcritic_seed91457_selected_seedbase982000,,,,,,,,,,,,,,,,,
end,2026-07-15T02:56:48+08:00,uav_density,0,2,3,20,1500.0,1.3333333333333333,globalcritic,STARS-GC,learned,91457,selected,982000,64,64,/home/sgy/workspace/sagin_marl_phase4_learning_ablation/runs/phase4_learning_ablation/3uav20gu_t250/uav_density_collision_smoke_20260715/configs/3uav20gu/structured_joint_mcgae_3uav20gu_t250_global_only_critic.yaml,/home/sgy/workspace/sagin_marl_phase4_learning_ablation/runs/phase4_learning_ablation/3uav20gu_t250/global_only_critic/seed91457_20260712_124615_bootstrapgae_nocompile/best_checkpoint.pt,,/home/sgy/workspace/sagin_marl_phase4_learning_ablation/runs/phase4_learning_ablation/3uav20gu_t250/uav_density_collision_smoke_20260715/results/3uav20gu/learned/globalcritic/seed91457/selected/seedbase982000,uav_density_3uav_globalcritic_seed91457_selected_seedbase982000,0,6.077,34.091504979820456,0.6335641666752364,0.3207395063152109,9.454229668453655,21.568562988757005,378169182.3925296,0.0625,,,0.0625,0.7732610950729603,243.390625,40000029.6977079,0.6342561294109911,
start,2026-07-15T02:56:48+08:00,uav_density,0,2,3,20,1500.0,1.3333333333333333,cluster_center_queue_aware,QCCS,fixed,,fixed,980000,64,64,/home/sgy/workspace/sagin_marl_phase4_learning_ablation/runs/phase4_learning_ablation/3uav20gu_t250/uav_density_collision_smoke_20260715/configs/3uav20gu/structured_joint_mcgae_3uav20gu_t250_relational_critic.yaml,,cluster_center_queue_aware,/home/sgy/workspace/sagin_marl_phase4_learning_ablation/runs/phase4_learning_ablation/3uav20gu_t250/uav_density_collision_smoke_20260715/results/3uav20gu/fixed/cluster_center_queue_aware/seedbase980000,uav_density_3uav_cluster_center_queue_aware_fixed_seedbase980000,,,,,,,,,,,,,,,,,
end,2026-07-15T02:56:54+08:00,uav_density,0,2,3,20,1500.0,1.3333333333333333,cluster_center_queue_aware,QCCS,fixed,,fixed,980000,64,64,/home/sgy/workspace/sagin_marl_phase4_learning_ablation/runs/phase4_learning_ablation/3uav20gu_t250/uav_density_collision_smoke_20260715/configs/3uav20gu/structured_joint_mcgae_3uav20gu_t250_relational_critic.yaml,,cluster_center_queue_aware,/home/sgy/workspace/sagin_marl_phase4_learning_ablation/runs/phase4_learning_ablation/3uav20gu_t250/uav_density_collision_smoke_20260715/results/3uav20gu/fixed/cluster_center_queue_aware/seedbase980000,uav_density_3uav_cluster_center_queue_aware_fixed_seedbase980000,0,5.402,50.07149147707969,0.8893830855495758,0.0831476917647501,6.307818739284296,8.897646830207206,252312746.6993125,0.0,,,0.0,0.7595729233901952,250.0,40000025.838750005,0.8981113094440281,
start,2026-07-15T02:56:54+08:00,uav_density,0,2,3,20,1500.0,1.3333333333333333,cluster_center_queue_aware,QCCS,fixed,,fixed,981000,64,64,/home/sgy/workspace/sagin_marl_phase4_learning_ablation/runs/phase4_learning_ablation/3uav20gu_t250/uav_density_collision_smoke_20260715/configs/3uav20gu/structured_joint_mcgae_3uav20gu_t250_relational_critic.yaml,,cluster_center_queue_aware,/home/sgy/workspace/sagin_marl_phase4_learning_ablation/runs/phase4_learning_ablation/3uav20gu_t250/uav_density_collision_smoke_20260715/results/3uav20gu/fixed/cluster_center_queue_aware/seedbase981000,uav_density_3uav_cluster_center_queue_aware_fixed_seedbase981000,,,,,,,,,,,,,,,,,
end,2026-07-15T02:56:59+08:00,uav_density,0,2,3,20,1500.0,1.3333333333333333,cluster_center_queue_aware,QCCS,fixed,,fixed,981000,64,64,/home/sgy/workspace/sagin_marl_phase4_learning_ablation/runs/phase4_learning_ablation/3uav20gu_t250/uav_density_collision_smoke_20260715/configs/3uav20gu/structured_joint_mcgae_3uav20gu_t250_relational_critic.yaml,,cluster_center_queue_aware,/home/sgy/workspace/sagin_marl_phase4_learning_ablation/runs/phase4_learning_ablation/3uav20gu_t250/uav_density_collision_smoke_20260715/results/3uav20gu/fixed/cluster_center_queue_aware/seedbase981000,uav_density_3uav_cluster_center_queue_aware_fixed_seedbase981000,0,5.515,50.5593010870507,0.8889185655671173,0.08184445170490992,6.085739245018076,8.360592657965727,243429567.0913125,0.015625,,,0.015625,0.7511875069011008,246.875,39999964.05575,0.8986849999883851,
start,2026-07-15T02:56:59+08:00,uav_density,0,2,3,20,1500.0,1.3333333333333333,cluster_center_queue_aware,QCCS,fixed,,fixed,982000,64,64,/home/sgy/workspace/sagin_marl_phase4_learning_ablation/runs/phase4_learning_ablation/3uav20gu_t250/uav_density_collision_smoke_20260715/configs/3uav20gu/structured_joint_mcgae_3uav20gu_t250_relational_critic.yaml,,cluster_center_queue_aware,/home/sgy/workspace/sagin_marl_phase4_learning_ablation/runs/phase4_learning_ablation/3uav20gu_t250/uav_density_collision_smoke_20260715/results/3uav20gu/fixed/cluster_center_queue_aware/seedbase982000,uav_density_3uav_cluster_center_queue_aware_fixed_seedbase982000,,,,,,,,,,,,,,,,,
end,2026-07-15T02:57:05+08:00,uav_density,0,2,3,20,1500.0,1.3333333333333333,cluster_center_queue_aware,QCCS,fixed,,fixed,982000,64,64,/home/sgy/workspace/sagin_marl_phase4_learning_ablation/runs/phase4_learning_ablation/3uav20gu_t250/uav_density_collision_smoke_20260715/configs/3uav20gu/structured_joint_mcgae_3uav20gu_t250_relational_critic.yaml,,cluster_center_queue_aware,/home/sgy/workspace/sagin_marl_phase4_learning_ablation/runs/phase4_learning_ablation/3uav20gu_t250/uav_density_collision_smoke_20260715/results/3uav20gu/fixed/cluster_center_queue_aware/seedbase982000,uav_density_3uav_cluster_center_queue_aware_fixed_seedbase982000,0,5.379,50.71405506902374,0.9013056284380145,0.073332434633714,6.142568752005929,8.279182336790951,245702747.106,0.0,,,0.0,0.7747395896930251,250.0,40000043.900750004,0.9108509858152983,
start,2026-07-15T02:57:05+08:00,uav_density,0,2,3,20,1500.0,1.3333333333333333,maxweight_lyapunov,Lyapunov,fixed,,fixed,980000,64,64,/home/sgy/workspace/sagin_marl_phase4_learning_ablation/runs/phase4_learning_ablation/3uav20gu_t250/uav_density_collision_smoke_20260715/configs/3uav20gu/structured_joint_mcgae_3uav20gu_t250_relational_critic.yaml,,maxweight_lyapunov,/home/sgy/workspace/sagin_marl_phase4_learning_ablation/runs/phase4_learning_ablation/3uav20gu_t250/uav_density_collision_smoke_20260715/results/3uav20gu/fixed/maxweight_lyapunov/seedbase980000,uav_density_3uav_maxweight_lyapunov_fixed_seedbase980000,,,,,,,,,,,,,,,,,
end,2026-07-15T02:57:10+08:00,uav_density,0,2,3,20,1500.0,1.3333333333333333,maxweight_lyapunov,Lyapunov,fixed,,fixed,980000,64,64,/home/sgy/workspace/sagin_marl_phase4_learning_ablation/runs/phase4_learning_ablation/3uav20gu_t250/uav_density_collision_smoke_20260715/configs/3uav20gu/structured_joint_mcgae_3uav20gu_t250_relational_critic.yaml,,maxweight_lyapunov,/home/sgy/workspace/sagin_marl_phase4_learning_ablation/runs/phase4_learning_ablation/3uav20gu_t250/uav_density_collision_smoke_20260715/results/3uav20gu/fixed/maxweight_lyapunov/seedbase980000,uav_density_3uav_maxweight_lyapunov_fixed_seedbase980000,0,5.367,44.08374192600604,0.8381952912121778,0.12794770197427535,8.007914853367955,11.715912342786323,320316590.38287485,0.0,,,0.0,0.9724791682809595,250.0,40000025.838750005,0.845391899422828,
start,2026-07-15T02:57:10+08:00,uav_density,0,2,3,20,1500.0,1.3333333333333333,maxweight_lyapunov,Lyapunov,fixed,,fixed,981000,64,64,/home/sgy/workspace/sagin_marl_phase4_learning_ablation/runs/phase4_learning_ablation/3uav20gu_t250/uav_density_collision_smoke_20260715/configs/3uav20gu/structured_joint_mcgae_3uav20gu_t250_relational_critic.yaml,,maxweight_lyapunov,/home/sgy/workspace/sagin_marl_phase4_learning_ablation/runs/phase4_learning_ablation/3uav20gu_t250/uav_density_collision_smoke_20260715/results/3uav20gu/fixed/maxweight_lyapunov/seedbase981000,uav_density_3uav_maxweight_lyapunov_fixed_seedbase981000,,,,,,,,,,,,,,,,,
end,2026-07-15T02:57:16+08:00,uav_density,0,2,3,20,1500.0,1.3333333333333333,maxweight_lyapunov,Lyapunov,fixed,,fixed,981000,64,64,/home/sgy/workspace/sagin_marl_phase4_learning_ablation/runs/phase4_learning_ablation/3uav20gu_t250/uav_density_collision_smoke_20260715/configs/3uav20gu/structured_joint_mcgae_3uav20gu_t250_relational_critic.yaml,,maxweight_lyapunov,/home/sgy/workspace/sagin_marl_phase4_learning_ablation/runs/phase4_learning_ablation/3uav20gu_t250/uav_density_collision_smoke_20260715/results/3uav20gu/fixed/maxweight_lyapunov/seedbase981000,uav_density_3uav_maxweight_lyapunov_fixed_seedbase981000,0,5.379,45.198996210470796,0.8450745913498107,0.12705994767404197,7.522842796677024,10.583848085634266,300913708.3924999,0.0,,,0.0,0.9719687516689304,250.0,39999962.112749994,0.8494476636267823,
start,2026-07-15T02:57:16+08:00,uav_density,0,2,3,20,1500.0,1.3333333333333333,maxweight_lyapunov,Lyapunov,fixed,,fixed,982000,64,64,/home/sgy/workspace/sagin_marl_phase4_learning_ablation/runs/phase4_learning_ablation/3uav20gu_t250/uav_density_collision_smoke_20260715/configs/3uav20gu/structured_joint_mcgae_3uav20gu_t250_relational_critic.yaml,,maxweight_lyapunov,/home/sgy/workspace/sagin_marl_phase4_learning_ablation/runs/phase4_learning_ablation/3uav20gu_t250/uav_density_collision_smoke_20260715/results/3uav20gu/fixed/maxweight_lyapunov/seedbase982000,uav_density_3uav_maxweight_lyapunov_fixed_seedbase982000,,,,,,,,,,,,,,,,,
