scenario,kind,method,update,n,reward_sum_mean,reward_sum_min,reward_sum_max,reward_sum_std,processed_ratio_eval_mean,processed_ratio_eval_min,processed_ratio_eval_max,processed_ratio_eval_std,drop_ratio_eval_mean,drop_ratio_eval_min,drop_ratio_eval_max,drop_ratio_eval_std,gu_drop_ratio_mean,gu_drop_ratio_min,gu_drop_ratio_max,gu_drop_ratio_std,uav_drop_ratio_mean,uav_drop_ratio_min,uav_drop_ratio_max,uav_drop_ratio_std,sat_drop_ratio_mean,sat_drop_ratio_min,sat_drop_ratio_max,sat_drop_ratio_std,pre_backlog_steps_eval_mean,pre_backlog_steps_eval_min,pre_backlog_steps_eval_max,pre_backlog_steps_eval_std,D_sys_report_mean,D_sys_report_min,D_sys_report_max,D_sys_report_std,queue_total_mean_mean,queue_total_mean_min,queue_total_mean_max,queue_total_mean_std,gu_queue_mean_mean,gu_queue_mean_min,gu_queue_mean_max,gu_queue_mean_std,uav_queue_mean_mean,uav_queue_mean_min,uav_queue_mean_max,uav_queue_mean_std,sat_queue_mean_mean,sat_queue_mean_min,sat_queue_mean_max,sat_queue_mean_std,sat_overlap_eval_mean,sat_overlap_eval_min,sat_overlap_eval_max,sat_overlap_eval_std,collision_episode_fraction_mean,collision_episode_fraction_min,collision_episode_fraction_max,collision_episode_fraction_std,terminated_early_mean,terminated_early_min,terminated_early_max,terminated_early_std,episode_length_mean,episode_length_min,episode_length_max,episode_length_std,outflow_arrival_ratio_mean,outflow_arrival_ratio_min,outflow_arrival_ratio_max,outflow_arrival_ratio_std,sat_processed_arrival_ratio_mean,sat_processed_arrival_ratio_min,sat_processed_arrival_ratio_max,sat_processed_arrival_ratio_std
6uav40gu,baseline,cluster_center_queue_aware,,3,34.353478213733375,33.106639199424535,35.418139796704054,0.9524180507783402,0.589214919593133,0.5787059889384779,0.5947427894732639,0.007434288474259284,0.3378298270687791,0.31294308375230334,0.3520237256670365,0.017655534339933325,0.3354901765148157,0.3111363001205667,0.3506640656953601,0.017393776411249152,0.002339853660164323,0.0013599196355537435,0.003852456104972659,0.001085045697118423,0.0,0.0,0.0,0.0,10.362917329049354,10.119363258260753,10.83465720005294,0.33362946048569686,19.021913920840277,18.14248044762987,19.81848527102362,0.6867302432950853,829034524.9520807,809551709.9047103,866772622.3660753,26689569.82845151,12587720.171709498,12224997.43474443,12969047.491385816,304041.9045355501,54254095.00084237,51130737.95861617,58001777.7265344,2839616.6164178737,7.972592592592593,0.38961111111111113,18.463166666666666,7.659587613717106,0.8125092453922136,0.7996122547139427,0.8282038399678922,0.011838908381788082,0.06770833333333333,0.03125,0.109375,0.03210632293213009,0.06770833333333333,0.03125,0.109375,0.03210632293213009,235.13020833333334,225.828125,243.796875,7.3494584787285895,0.6176875319888295,0.6030558700038555,0.625178220147632,0.010347132432402453,0.5892152015114122,0.5787062439151822,0.5947433544783629,0.007434314129772657
6uav40gu,baseline,maxweight_lyapunov,,3,30.511261587807287,29.91598566796165,30.884955044835806,0.4254797325381065,0.5223235684130159,0.5081017063570783,0.5324144000364911,0.010346523661362066,0.4218279114653198,0.39758636391214575,0.44391678948233726,0.01897546789897746,0.42179076226736817,0.3975864717630489,0.4438053057919744,0.01893218421321591,3.721273286038636e-05,0.0,0.00011163819858115908,5.262675150412533e-05,0.0,0.0,0.0,0.0,9.183370832037786,9.074683889040816,9.350470751431594,0.11992679774343058,18.40671332984792,17.906086805151745,18.68340722924473,0.354651120523748,734669657.869171,725974702.663856,748037651.192906,9594143.64394699,16793075.34712008,16517514.761561325,17272369.95704693,340178.63547634135,10491107.324364958,9523808.816630322,11549338.200064112,829414.9916039787,0.0,0.0,0.0,0.0,0.994398312493124,0.9936455779167406,0.9955574843251083,0.0008317611679020229,0.19791666666666666,0.171875,0.21875,0.01948779888944761,0.19791666666666666,0.171875,0.21875,0.01948779888944761,229.99479166666666,224.65625,232.84375,3.7777690014706065,0.5305902730305195,0.5150176246356175,0.5423407288753879,0.011477365355094584,0.522323838680936,0.5081019094428674,0.532415068508556,0.01034663984595904
6uav40gu,baseline,static_uniform,,3,28.404262529608484,28.114228121354245,28.655904560699128,0.22279859694881596,0.3394191344437811,0.3310111441276968,0.35301934714103106,0.00970599917269873,0.5912742971695009,0.5637024431785529,0.6102318157864511,0.019948278276130965,0.5911509235069267,0.5633320262743919,0.6102318437492006,0.02011901921407264,0.0001235399511610939,0.0,0.00037061985348328175,0.00017471187442692882,0.0,0.0,0.0,0.0,12.188331537984931,11.87311795304343,12.712949934734032,0.3734677324515223,41.20681292418328,37.20612244676613,44.23474236958845,2.9507143229986967,975066511.7442502,949849425.0957501,1017035983.072,29877418.312221177,23789017.413814586,22819792.491131246,25039938.37907814,928000.1566975043,3917635.863111111,2573074.6493333327,6176287.572000001,1606747.6293136135,0.0,0.0,0.0,0.0,0.48733265666353215,0.48650001757964506,0.48803751792758693,0.0006341515110293212,0.020833333333333332,0.0,0.046875,0.01948779888944761,0.020833333333333332,0.0,0.046875,0.01948779888944761,244.8125,238.328125,250.0,4.852461923472455,0.34079799351338,0.33170713425735066,0.3558556200559388,0.01072346571713489,0.3394194401243628,0.33101116252494855,0.35302054795944504,0.00970660861452674
6uav40gu,learned,bootstrap_seed45210_best_u0375,seed45210_u0375,3,35.42275485369222,34.86713486374356,36.06380197010003,0.49225764684102463,0.5417162662357771,0.5322280238543625,0.5493413471888,0.007109617278421071,0.39371276805677086,0.3758518249096343,0.40670217356963684,0.013057179692989236,0.39327604385058473,0.3757824133975095,0.4064830547487028,0.012894796760718533,0.00043681163790274197,6.959408522340087e-05,0.0010215871896897906,0.0004179883012475353,0.0,0.0,0.0,0.0,8.385048644303374,8.240137373215745,8.613130346340924,0.16323588236758646,16.333803116006095,15.898693076975645,16.801496688951133,0.3692874719968794,670808019.4903997,659214437.9999862,689054515.1589626,13058930.571573967,13078950.900522716,12846491.929913433,13526587.154773464,316605.2497625855,24607641.3118957,24225217.515391417,24933217.496000014,291821.5566770507,28.719296296296292,23.997666666666667,33.72049999999999,3.974249887640447,0.9431361020016308,0.9401039605276669,0.9446960089465997,0.0021443465285458365,0.046875,0.03125,0.0625,0.01275775907699572,0.046875,0.03125,0.0625,0.01275775907699572,242.06770833333334,238.328125,247.015625,3.6481242802142706,0.5644458721692649,0.552659564820652,0.5734341166150676,0.008708898421376284,0.5417165374810597,0.5322276683838811,0.5493414256004701,0.007109898748983649
6uav40gu,learned,bootstrap_seed45211_best_u0375,seed45211_u0375,3,31.921517235576175,31.293492523254827,32.354239770327695,0.45453521019887616,0.48394111842489757,0.4708676503000244,0.491079162370371,0.009257366442802669,0.42151484803971107,0.4041257285140549,0.4358688971224942,0.013135598648224398,0.4187930360404539,0.40226869538543464,0.43371852106192876,0.012889016985355009,0.0027219750777184673,0.0018572755349427856,0.0041581927029301,0.0010225881029355991,0.0,0.0,0.0,0.0,10.037947056176849,9.961057912717152,10.095657000384689,0.05659864464331347,22.078459305134004,21.532899487427073,22.818787971423294,0.5427267431541695,803122102.0483841,797016540.922211,807680518.0876168,4488900.807258266,13636032.213714892,13379598.786572715,13994126.86446298,260975.6603180505,42932411.11584788,39519924.862877734,44897690.0418654,2422243.638374975,599.6316924195063,194.22199999999998,916.0909379719527,301.33904205570616,0.9997298611216247,0.9995020833685995,1.0,0.00020546871888765738,0.14583333333333334,0.125,0.1875,0.02946278254943948,0.14583333333333334,0.125,0.1875,0.02946278254943948,224.34895833333334,220.15625,227.046875,3.0051045259367526,0.527526383736328,0.5156376706024496,0.5359489977419309,0.008646690500495224,0.48394142335994034,0.4708672481378796,0.49108036341690137,0.009257889236376797
6uav40gu,learned,bootstrap_seed61723_best_u0325,seed61723_u0325,3,33.103642270357035,32.41978475416545,33.52407868264709,0.48779044585824766,0.4872840628961441,0.4851828808039786,0.48970842100654693,0.0018616230526681784,0.4306982040944054,0.4111193009126746,0.4443309739603663,0.014195566977367128,0.4298264134704191,0.410298606473403,0.4440653369436099,0.01428349253178516,0.0008719910308299096,0.00026601987941175895,0.0015292025704741322,0.0005169634486041631,0.0,0.0,0.0,0.0,10.564895676455379,10.059130150600256,10.924724930799568,0.368136412564653,22.442992510070564,21.72459964949314,23.330041092823514,0.666180216586869,845191678.9313232,804730402.7275635,873978073.7405016,29450943.6958273,14310911.87360541,14083093.977604225,14741308.072364364,304510.454332186,45459194.88213304,40066176.587126255,48923797.83137254,3864664.956239099,0.24064814814814814,0.0,0.6223333333333333,0.27293867297323327,0.878748065966788,0.8753110354119252,0.8805955710948178,0.002432628572532623,0.07291666666666667,0.0625,0.078125,0.00736569563735987,0.07291666666666667,0.0625,0.078125,0.00736569563735987,235.86979166666666,231.40625,239.171875,3.274952621052538,0.5125528886705603,0.5072670539237949,0.5167638230544854,0.003950840760558429,0.48728434419654704,0.4851829117870293,0.48970863982484697,0.0018616720193782854
6uav60gu,baseline,cluster_center_queue_aware,,3,30.63135603403983,30.415963874547742,30.777241289732046,0.1554643580534275,0.48424683924073114,0.47436568279969127,0.48984507720334425,0.007007636586638826,0.4192536915868916,0.4091422231754806,0.4268594015678514,0.0074468660759904205,0.4185744434774195,0.40885876728816434,0.4257790273419307,0.007132226794361486,0.0006795052790439393,0.0002832645044844404,0.0010809122775815249,0.0003256588295382437,0.0,0.0,0.0,0.0,12.768554873715054,12.30973967053366,13.39221688595726,0.4570339763598601,27.100261807579987,26.48690582539064,28.1487092313233,0.7449277646758667,1532260429.1678746,1477197633.8051832,1607101963.7117062,54846346.732256494,15205432.878118359,14798781.226559216,15592385.79837247,324286.99646249076,103316774.85271914,98206987.02541748,111920486.25851798,6119403.118134196,234.77716666666663,200.26472222222216,254.7660555555555,24.505769161012683,0.8070823852041942,0.8009216865771936,0.8114817073677799,0.004487415370329757,0.06770833333333333,0.0625,0.078125,0.00736569563735987,0.06770833333333333,0.0625,0.078125,0.00736569563735987,235.00520833333334,232.96875,236.734375,1.5525901018316315,0.5232550683686928,0.5122753033860774,0.5305026865990947,0.007895402216209567,0.4842471255883473,0.4743662089322098,0.4898447703476251,0.007007437928349979
6uav60gu,baseline,maxweight_lyapunov,,3,28.7132615748172,28.241883408860303,29.10555751877837,0.35700022447474444,0.4419657892445538,0.43834096972292586,0.443888770752149,0.0025647239662346553,0.49054293337207894,0.47512130659742696,0.5015896389384913,0.011239754027942845,0.49052386051704966,0.4750634143994822,0.5015901137633967,0.011266414485185268,1.9263439981524272e-05,0.0,5.7790319944572816e-05,2.724261807983175e-05,0.0,0.0,0.0,0.0,11.293464602955885,11.083514782631243,11.606046451365312,0.2253291460643002,26.43318400879519,25.29844366923881,27.288004135378134,0.8360040694994454,1355216165.1504877,1330022275.7523189,1392725607.4874973,27039250.307839576,20051586.26328084,19602287.748949435,20515765.93421671,373074.33160717855,25353434.75029267,23449605.689928718,26963275.175104078,1449434.4416906561,2.643240740740741,0.0,4.662111111111111,1.9538336286445928,0.9898356012038736,0.989493243557111,0.9903821251827316,0.00039054709870680915,0.09375,0.078125,0.109375,0.01275775907699572,0.09375,0.078125,0.109375,0.01275775907699572,238.0625,233.765625,241.34375,3.176015872585757,0.4542823180964805,0.450699410367508,0.45658362368151584,0.0025674721189911072,0.44196613851235544,0.43834144989435353,0.44388902167316924,0.00256463051541081
6uav60gu,baseline,static_uniform,,3,26.358667114322696,25.915340637555346,26.77613361319527,0.35189268304441673,0.27983910735269696,0.2703682290692813,0.2890279096064623,0.007620393454509206,0.6410789477320703,0.6149858636241479,0.6545292893278164,0.018453542257378483,0.6410793909655456,0.6149858286428963,0.6545301103233895,0.01845388237528154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.539444096211346,13.188301153628156,14.07204855176434,0.382926082027229,54.687631369592005,50.20205401701107,57.03068284986169,3.1728384525901516,1624733330.4773333,1582596176.28425,1688645866.7150002,45951130.97995274,26422499.56768264,25793712.58728333,27571631.664270837,813764.2332744986,6563892.733333333,4744484.9026666675,9222532.14,1922057.7503574581,0.0,0.0,0.0,0.0,0.48733265666353215,0.48650001757964506,0.48803751792758693,0.0006341515110293212,0.020833333333333332,0.0,0.046875,0.01948779888944761,0.020833333333333332,0.0,0.046875,0.01948779888944761,244.8125,238.328125,250.0,4.852461923472455,0.28154987613856186,0.27118475062731073,0.29176994753184704,0.008404497344576373,0.2798395558462227,0.270368719899228,0.2890285231164371,0.007620439685016182
6uav60gu,learned,bootstrap_seed45210_best_u0375,seed45210_u0375,3,31.705064497771673,30.35337510262616,32.89100312825758,1.0425909987802626,0.45975122921795614,0.4540540601473219,0.4675291549973189,0.005694541635917278,0.45666823090888076,0.4397994649594973,0.46623221923322067,0.01196362422059087,0.4563113049522857,0.43953067102081866,0.46596345781663107,0.011910345256441381,0.00035729840217751523,0.000268873358968054,0.0005335674612280153,0.00012464127267779916,0.0,0.0,0.0,0.0,10.536092015214514,10.143360951676762,11.010887333046645,0.35888848032766396,23.482362720315805,22.866778911905957,24.353081138104198,0.6330317678060702,1264694861.805721,1217751445.0147488,1321646368.3322504,43001241.59373081,15155307.367022276,14773390.40311332,15516236.195466664,303628.43979330605,59168771.6194819,55133319.729328126,65055389.99866665,4256914.581791711,2526.3203058748404,1412.577195402299,3806.2662222222225,984.2609135082123,0.9352326381025988,0.9344171847903305,0.9361369744540513,0.0007049086313611461,0.046875,0.0,0.09375,0.038273277230987154,0.046875,0.0,0.09375,0.038273277230987154,240.80208333333334,231.3125,250.0,7.6319270675163615,0.4942366933508416,0.48686853001965574,0.5046657763078208,0.007581223101719874,0.45975182137189646,0.45405476204706763,0.4675295866916378,0.005694425805319189
