episode,reward_sum,bw_weighted_workload_delta_sum,bw_weighted_workload_level_sum,processed_ratio_eval,drop_ratio_eval,pre_backlog_steps_eval,D_sys_report,x_acc_mean,x_rel_mean,g_pre_mean,d_pre_mean,sat_overlap_eval,collision_episode_fraction,terminated_early,episode_length,gu_queue_mean,uav_queue_mean,sat_queue_mean,queue_total_mean,arrival_sum,outflow_sum,backhaul_sum,sat_processed_sum,drop_sum,outflow_arrival_ratio,sat_incoming_arrival_ratio,sat_processed_arrival_ratio,sat_processed_incoming_ratio,drop_ratio,step_count,processed_ratio_total,drop_ratio_total,pre_backlog_total,D_sys_total,x_acc_total,x_rel_total,g_pre_total,d_pre_total,sat_overlap_total,arrival_step_mean,outflow_step_mean,backhaul_step_mean,sat_processed_step_mean,drop_sum_active,gu_drop_sum,uav_drop_sum,sat_drop_sum,active_drop_ratio,gu_drop_ratio,uav_drop_ratio,sat_drop_ratio
0.0,68.65233786404133,3455.782781600952,-15648.80433666706,0.9308574287891388,0.050223783602938055,4.735270008206368,6.042072279691697,0.931712914943695,0.9308574287891388,0.01891774122416973,0.050223783602938055,0.6220000114440918,0.0,0.0,250.0,7002752.481999999,16451915.946666667,0.0,189410797.616,9999990172.0,9317129036.0,9308574193.0,9308574193.0,502237828.0,0.9317138192883416,0.9308583341475708,0.9308583341475708,1.0,0.050223832159982246,250.0,232.7143571972847,12.555945900734514,1183.8175020515919,1510.518069922924,232.92822873592377,232.7143571972847,4.729435306042433,12.555945900734514,155.50000286102295,39999960.688,37268516.144,37234296.772,37234296.772,502237828.0,502237828.0,0.0,0.0,0.050223832159982246,0.050223832159982246,0.0,0.0
1.0,94.97161257266998,3514.174027442932,-16717.750529060635,0.9672152125239373,0.026799237338156673,4.714508025245035,5.669569514538147,0.9672152718305588,0.9672152125239373,0.00598127316855971,0.026799237338156673,0.6240000147223472,0.0,0.0,250.0,7904753.015800001,10161752.576,0.0,188580317.968,9999957692.0,9672152625.0,9672152030.0,9672152030.0,267992372.0,0.9672193546116455,0.9672192951113937,0.9672192951113937,1.0,0.026799350582692446,250.0,241.8038031309843,6.699809334539168,1178.6270063112588,1417.3923786345367,241.8038179576397,241.8038031309843,1.4953182921399275,6.699809334539168,156.00000368058681,39999830.768,38688610.5,38688608.12,38688608.12,267992372.0,267992372.0,0.0,0.0,0.026799350582692446,0.026799350582692446,0.0,0.0
2.0,89.60463716089725,3399.2542753219604,-26753.834635609994,0.9276128104031086,0.06133428791165352,4.599659847079427,9.546676514041144,0.9324676056206226,0.9276128104031086,0.011039111875579693,0.06133428791165352,0.6246666822433472,0.0,0.0,250.0,7339234.648999999,12400566.442666667,0.0,183986392.26,9999862544.0,9324675934.0,9276128005.0,9276128005.0,613342876.0,0.9324804109027361,0.9276255512697775,0.9276255512697775,1.0,0.06133513068817239,250.0,231.90320260077715,15.33357197791338,1149.9149617698567,2386.669128510286,233.11690140515566,231.90320260077715,2.759777968894923,15.33357197791338,156.1666705608368,39999450.176,37298703.736,37104512.02,37104512.02,613342876.0,613342876.0,0.0,0.0,0.06133513068817239,0.06133513068817239,0.0,0.0
3.0,43.21897183358669,3686.572690963745,-36720.79174041748,0.8732767804861069,0.08888352363649756,7.705271697521209,10.020454610824585,0.8734255084991455,0.8732767804861069,0.037844819914316756,0.08888352363649756,0.5450000064373016,0.0,0.0,250.0,14465525.7088,6300117.162666667,0.0,308210865.472,10000050712.0,8734254968.0,8732767697.0,8732767697.0,888835224.0,0.8734210675070825,0.8732723411613035,0.8732723411613035,1.0,0.08888307165616702,250.0,218.31919512152672,22.22088090912439,1926.3179243803024,2505.1136527061462,218.35637712478638,218.31919512152672,9.46120497857919,22.22088090912439,136.2500016093254,40000202.848,34937019.872,34931070.788,34931070.788,888835224.0,888835224.0,0.0,0.0,0.08888307165616702,0.08888307165616702,0.0,0.0
4.0,114.24634565412998,3662.7643241882324,-5179.321225266438,0.9996793817877769,0.0,1.4521476019485853,1.634620669196127,0.9996793508529663,0.9996793817877769,0.0003098219694802538,0.0,0.6440000075697899,0.0,0.0,250.0,2056924.9256000002,5649134.933333334,0.0,58085903.356,9999891632.0,9996793392.0,9996793712.0,9996793712.0,0.0,0.9996901726424628,0.9996902046428097,0.9996902046428097,1.0,0.0,250.0,249.91984544694424,0.0,363.03690048714634,408.65516729903175,249.91983771324158,249.91984544694424,0.07745549237006344,0.0,161.00000189244747,39999566.528,39987173.568,39987174.848,39987174.848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,76.15163131058216,3625.1274366378784,-7615.923723429441,0.9773382610082626,0.0029793984051793812,2.0358427339345218,2.5532285719662906,0.9773383367061615,0.9773382610082626,0.01967508634889964,0.0029793984051793812,0.5946666802167893,0.0,0.0,250.0,3445896.0689999997,4171928.9173333333,0.0,81433708.324,9999928144.0,9773383262.0,9773382484.0,9773382484.0,29793984.0,0.9773453490127398,0.9773452712121808,0.9773452712121808,1.0,0.0029794198089189788,250.0,244.33456525206566,0.7448496012948453,508.9606834836304,638.3071429915726,244.33458417654037,244.33456525206566,4.91877158722491,0.7448496012948453,148.6666700541973,39999712.576,39093533.048,39093529.936,39093529.936,29793984.0,29793984.0,0.0,0.0,0.0029794198089189788,0.0029794198089189788,0.0,0.0
6.0,86.37729921936989,3531.0046801567078,-7784.595550202066,0.9656946617364883,0.030333560437313282,2.0541090277711627,2.5109871470057987,0.9675585594177246,0.9656946617364883,0.003974848334037233,0.030333560437313282,0.6366666818857193,0.0,0.0,250.0,3294888.756,5422195.0293333335,0.0,82164360.18,10000030216.0,9675585484.0,9656946498.0,9656946498.0,303335600.0,0.967555624833924,0.965691731865863,0.965691731865863,1.0,0.030333468344392052,250.0,241.42366543412209,7.58339010932832,513.5272569427907,627.7467867514497,241.88963985443115,241.42366543412209,0.9937120835093083,7.58339010932832,159.16667047142982,40000120.864,38702341.936,38627785.992,38627785.992,303335600.0,303335600.0,0.0,0.0,0.030333468344392052,0.030333468344392052,0.0,0.0
7.0,68.6030545681715,3453.2326011657715,-19028.97394998651,0.9551847546100617,0.017844610249623655,4.617466251851059,5.542451976419892,0.9551847668886184,0.9551847546100617,0.02698935951362364,0.017844610249623655,0.6093333476185798,0.0,0.0,250.0,7823317.82,9410763.776,0.0,184698647.688,10000187192.0,9551847574.0,9551847451.0,9551847451.0,178446100.0,0.9551668774401878,0.955166865140418,0.955166865140418,1.0,0.017844275969429273,250.0,238.7961886525154,4.461152562405914,1154.3665629627649,1385.612994104973,238.79619172215462,238.7961886525154,6.74733987840591,4.461152562405914,152.33333690464497,40000748.768,38207390.296,38207389.804,38207389.804,178446100.0,178446100.0,0.0,0.0,0.017844275969429273,0.017844275969429273,0.0,0.0
8.0,50.04903230071068,3932.3607692718506,-24398.651967406273,0.9147841008901596,0.0740423083268106,5.7997671727240085,7.122098494872451,0.9147840924263001,0.9147841008901596,0.01115889620978851,0.0740423083268106,0.5760000066757203,0.0,0.0,250.0,10584614.958,6766128.469333333,0.0,231990684.348,9999852852.0,9147840825.0,9147840884.0,9147840884.0,740423076.0,0.914797543562894,0.9147975494629809,0.9147975494629809,1.0,0.07404339713378015,250.0,228.6960252225399,18.51057708170265,1449.9417931810021,1780.5246237181127,228.696023106575,228.6960252225399,2.789724052447127,18.51057708170265,144.00000166893005,39999411.408,36591363.3,36591363.536,36591363.536,740423076.0,740423076.0,0.0,0.0,0.07404339713378015,0.07404339713378015,0.0,0.0
9.0,69.74603796005249,3703.7329511642456,-20834.49642649293,0.9398160071372986,0.022624109917785972,4.520444535419345,5.413613721758127,0.9408141901493072,0.9398160071372986,0.037575283689424394,0.022624109917785972,0.6366666822433472,0.0,0.0,250.0,7843717.5424,7981142.869333333,0.0,180817779.456,10000153140.0,9408141775.0,9398159955.0,9398159955.0,226241096.0,0.9407997700923209,0.9398016033782459,0.9398016033782459,1.0,0.022623763139691278,250.0,234.95400178432465,5.656027479446493,1130.1111338548362,1353.4034304395318,235.2035475373268,234.95400178432465,9.393820922356099,5.656027479446493,159.1666705608368,40000612.56,37632567.1,37592639.82,37592639.82,226241096.0,226241096.0,0.0,0.0,0.022623763139691278,0.022623763139691278,0.0,0.0
