table_family,row_id,row_scope,scenario,kind,method,method_role,training_seed,return_target,checkpoint_update,config,checkpoint,remote_run_dir,remote_out_dir,local_metrics_file,remote_metrics_file,metrics_row_selector,eval_seed_base,eval_seed_bases,episodes_per_seed,total_episodes,num_envs,git_branch,git_commit,status,reward_sum,reward_mean,reward_std,processed_ratio_eval,processed_mean,drop_ratio_eval,drop_mean,gu_drop_ratio,uav_drop_ratio,sat_drop_ratio,pre_backlog_steps_eval,D_sys_report,queue_total_mean,sat_overlap_eval,sat_overlap_mean,collision_episode_fraction,collision_mean,terminated_early,episode_length,outflow_arrival_ratio,best_learned,best_learned_checkpoint,best_learned_reward_mean,best_baseline,best_baseline_reward_mean,delta_mean,delta_min_across_seeds,rank_mean,rank_min,rank_max,best_update_validation,best_reward_validation,final_update_validation,final_reward_validation,heldout_best_reward,heldout_final_reward,stop_reason,source_row_count,notes
phase3_6uav_gu_load_sweep,6uav40gu__baseline__cluster_center_queue_aware__982000,evaluation seed row,6uav40gu,baseline,cluster_center_queue_aware,non_learning_baseline,,,,/home/sgy/workspace/sagin_marl/runs/phase3/diagnostics/diagnostic_6uav_gu_load_sweep_20260710_155829/configs/main_6uav40gu_t250_auto_queue_ref.yaml,,/home/sgy/workspace/sagin_marl/runs/phase3/diagnostics/diagnostic_6uav_gu_load_sweep_20260710_155829,/home/sgy/workspace/sagin_marl/runs/phase3/diagnostics/diagnostic_6uav_gu_load_sweep_20260710_155829/formal/6uav40gu/seed982000/cluster_center_queue_aware,.local_guidance/phase3/data/diagnostic_6uav_gu_load_sweep_20260710_155829/formal_summary_all.csv,/home/sgy/workspace/sagin_marl/runs/phase3/diagnostics/diagnostic_6uav_gu_load_sweep_20260710_155829/formal_summary_all.csv,scenario=6uav40gu;kind=baseline;method=cluster_center_queue_aware;seed_base=982000,982000,,64,64,64,,,ok,35.418139796704054,,,0.5941959803676574,,0.3485226717869975,,0.34467016372852033,0.003852456104972659,0.0,10.83465720005294,19.81848527102362,866772622.3660753,0.7996122547139427,,0.03125,,0.03125,243.796875,0.625178220147632,,,,,,,,,,,,,,,,,,,Diagnostic GU-load sweep for 6UAV with 40/60 GU; source checkpoint is trained on 6UAV/80GU seed45211 where learned.
phase3_6uav_gu_load_sweep,6uav40gu__baseline__maxweight_lyapunov__982000,evaluation seed row,6uav40gu,baseline,maxweight_lyapunov,non_learning_baseline,,,,/home/sgy/workspace/sagin_marl/runs/phase3/diagnostics/diagnostic_6uav_gu_load_sweep_20260710_155829/configs/main_6uav40gu_t250_auto_queue_ref.yaml,,/home/sgy/workspace/sagin_marl/runs/phase3/diagnostics/diagnostic_6uav_gu_load_sweep_20260710_155829,/home/sgy/workspace/sagin_marl/runs/phase3/diagnostics/diagnostic_6uav_gu_load_sweep_20260710_155829/formal/6uav40gu/seed982000/maxweight_lyapunov,.local_guidance/phase3/data/diagnostic_6uav_gu_load_sweep_20260710_155829/formal_summary_all.csv,/home/sgy/workspace/sagin_marl/runs/phase3/diagnostics/diagnostic_6uav_gu_load_sweep_20260710_155829/formal_summary_all.csv,scenario=6uav40gu;kind=baseline;method=maxweight_lyapunov;seed_base=982000,982000,,64,64,64,,,ok,30.732844050624408,,,0.5264545988454783,,0.4239805810014763,,0.42398050924708125,0.0,0.0,9.350470751431594,18.63064595514729,748037651.192906,0.9939918752375232,,0.171875,,0.171875,232.84375,0.534412465580553,,,,,,,,,,,,,,,,,,,Diagnostic GU-load sweep for 6UAV with 40/60 GU; source checkpoint is trained on 6UAV/80GU seed45211 where learned.
phase3_6uav_gu_load_sweep,6uav40gu__baseline__static_uniform__982000,evaluation seed row,6uav40gu,baseline,static_uniform,non_learning_baseline,,,,/home/sgy/workspace/sagin_marl/runs/phase3/diagnostics/diagnostic_6uav_gu_load_sweep_20260710_155829/configs/main_6uav40gu_t250_auto_queue_ref.yaml,,/home/sgy/workspace/sagin_marl/runs/phase3/diagnostics/diagnostic_6uav_gu_load_sweep_20260710_155829,/home/sgy/workspace/sagin_marl/runs/phase3/diagnostics/diagnostic_6uav_gu_load_sweep_20260710_155829/formal/6uav40gu/seed982000/static_uniform,.local_guidance/phase3/data/diagnostic_6uav_gu_load_sweep_20260710_155829/formal_summary_all.csv,/home/sgy/workspace/sagin_marl/runs/phase3/diagnostics/diagnostic_6uav_gu_load_sweep_20260710_155829/formal_summary_all.csv,scenario=6uav40gu;kind=baseline;method=static_uniform;seed_base=982000,982000,,64,64,64,,,ok,28.655904560699128,,,0.3310111441276968,,0.6102318157864511,,0.6102318437492006,0.0,0.0,12.712949934734032,44.23474236958845,1017035983.072,0.4874604344833644,,0.0,,0.0,250.0,0.33170713425735066,,,,,,,,,,,,,,,,,,,Diagnostic GU-load sweep for 6UAV with 40/60 GU; source checkpoint is trained on 6UAV/80GU seed45211 where learned.
phase3_6uav_gu_load_sweep,6uav60gu__learned__bootstrap_gae_u0400__980000,evaluation seed row,6uav60gu,learned,bootstrap_gae_u0400,learned_policy,45211,bootstrap_gae,400,/home/sgy/workspace/sagin_marl/runs/phase3/diagnostics/diagnostic_6uav_gu_load_sweep_20260710_155829/configs/main_6uav60gu_t250_auto_queue_ref.yaml,/home/sgy/workspace/sagin_marl/runs/phase3/main_6uav80gu/main_6uav80gu_return_targets_seed45211_20260703_022133/bootstrap_seed45211/checkpoint_update0400.pt,/home/sgy/workspace/sagin_marl/runs/phase3/diagnostics/diagnostic_6uav_gu_load_sweep_20260710_155829,/home/sgy/workspace/sagin_marl/runs/phase3/diagnostics/diagnostic_6uav_gu_load_sweep_20260710_155829/formal/6uav60gu/seed980000/bootstrap_gae_u0400,.local_guidance/phase3/data/diagnostic_6uav_gu_load_sweep_20260710_155829/formal_summary_all.csv,/home/sgy/workspace/sagin_marl/runs/phase3/diagnostics/diagnostic_6uav_gu_load_sweep_20260710_155829/formal_summary_all.csv,scenario=6uav60gu;kind=learned;method=bootstrap_gae_u0400;seed_base=980000;update=400,980000,,64,64,64,,,ok,32.66220914758742,,,0.46175042019225665,,0.4927688751153054,,0.4927695225869055,0.0,0.0,9.632007191680705,21.415137861690692,1155874882.4704187,0.7490570447183814,,0.015625,,0.015625,249.625,0.47327883172001045,,,,,,,,,,,,,,,,,,,Diagnostic GU-load sweep for 6UAV with 40/60 GU; source checkpoint is trained on 6UAV/80GU seed45211 where learned.
phase3_6uav_gu_load_sweep,6uav60gu__learned__bootstrap_gae_u0450__980000,evaluation seed row,6uav60gu,learned,bootstrap_gae_u0450,learned_policy,45211,bootstrap_gae,450,/home/sgy/workspace/sagin_marl/runs/phase3/diagnostics/diagnostic_6uav_gu_load_sweep_20260710_155829/configs/main_6uav60gu_t250_auto_queue_ref.yaml,/home/sgy/workspace/sagin_marl/runs/phase3/main_6uav80gu/main_6uav80gu_return_targets_seed45211_20260703_022133/bootstrap_seed45211/checkpoint_update0450.pt,/home/sgy/workspace/sagin_marl/runs/phase3/diagnostics/diagnostic_6uav_gu_load_sweep_20260710_155829,/home/sgy/workspace/sagin_marl/runs/phase3/diagnostics/diagnostic_6uav_gu_load_sweep_20260710_155829/formal/6uav60gu/seed980000/bootstrap_gae_u0450,.local_guidance/phase3/data/diagnostic_6uav_gu_load_sweep_20260710_155829/formal_summary_all.csv,/home/sgy/workspace/sagin_marl/runs/phase3/diagnostics/diagnostic_6uav_gu_load_sweep_20260710_155829/formal_summary_all.csv,scenario=6uav60gu;kind=learned;method=bootstrap_gae_u0450;seed_base=980000;update=450,980000,,64,64,64,,,ok,31.890174589352682,,,0.46010403376963543,,0.4838384148416843,,0.4837667359528441,7.21120673196528e-05,0.0,10.66678134192289,24.176457213854796,1280019814.6946323,0.5320614319800517,,0.03125,,0.03125,243.9375,0.47504202635353093,,,,,,,,,,,,,,,,,,,Diagnostic GU-load sweep for 6UAV with 40/60 GU; source checkpoint is trained on 6UAV/80GU seed45211 where learned.
phase3_6uav_gu_load_sweep,6uav60gu__baseline__cluster_center_queue_aware__980000,evaluation seed row,6uav60gu,baseline,cluster_center_queue_aware,non_learning_baseline,,,,/home/sgy/workspace/sagin_marl/runs/phase3/diagnostics/diagnostic_6uav_gu_load_sweep_20260710_155829/configs/main_6uav60gu_t250_auto_queue_ref.yaml,,/home/sgy/workspace/sagin_marl/runs/phase3/diagnostics/diagnostic_6uav_gu_load_sweep_20260710_155829,/home/sgy/workspace/sagin_marl/runs/phase3/diagnostics/diagnostic_6uav_gu_load_sweep_20260710_155829/formal/6uav60gu/seed980000/cluster_center_queue_aware,.local_guidance/phase3/data/diagnostic_6uav_gu_load_sweep_20260710_155829/formal_summary_all.csv,/home/sgy/workspace/sagin_marl/runs/phase3/diagnostics/diagnostic_6uav_gu_load_sweep_20260710_155829/formal_summary_all.csv,scenario=6uav60gu;kind=baseline;method=cluster_center_queue_aware;seed_base=980000,980000,,64,64,64,,,ok,30.7008629378397,,,0.47436568279969127,,0.4217594500173427,,0.4210855358021637,0.0006743390550658524,0.0,12.30973967053366,26.665170366026025,1477197633.8051832,0.8088437616676092,,0.0625,,0.0625,235.3125,0.5122753033860774,,,,,,,,,,,,,,,,,,,Diagnostic GU-load sweep for 6UAV with 40/60 GU; source checkpoint is trained on 6UAV/80GU seed45211 where learned.
phase3_6uav_gu_load_sweep,6uav60gu__baseline__maxweight_lyapunov__980000,evaluation seed row,6uav60gu,baseline,maxweight_lyapunov,non_learning_baseline,,,,/home/sgy/workspace/sagin_marl/runs/phase3/diagnostics/diagnostic_6uav_gu_load_sweep_20260710_155829/configs/main_6uav60gu_t250_auto_queue_ref.yaml,,/home/sgy/workspace/sagin_marl/runs/phase3/diagnostics/diagnostic_6uav_gu_load_sweep_20260710_155829,/home/sgy/workspace/sagin_marl/runs/phase3/diagnostics/diagnostic_6uav_gu_load_sweep_20260710_155829/formal/6uav60gu/seed980000/maxweight_lyapunov,.local_guidance/phase3/data/diagnostic_6uav_gu_load_sweep_20260710_155829/formal_summary_all.csv,/home/sgy/workspace/sagin_marl/runs/phase3/diagnostics/diagnostic_6uav_gu_load_sweep_20260710_155829/formal_summary_all.csv,scenario=6uav60gu;kind=baseline;method=maxweight_lyapunov;seed_base=980000,980000,,64,64,64,,,ok,29.10555751877837,,,0.43834096972292586,,0.5015896389384913,,0.5015901137633967,0.0,0.0,11.190832574871099,27.288004135378134,1342900612.2116468,0.989493243557111,,0.078125,,0.078125,241.34375,0.450699410367508,,,,,,,,,,,,,,,,,,,Diagnostic GU-load sweep for 6UAV with 40/60 GU; source checkpoint is trained on 6UAV/80GU seed45211 where learned.
phase3_6uav_gu_load_sweep,6uav60gu__baseline__static_uniform__980000,evaluation seed row,6uav60gu,baseline,static_uniform,non_learning_baseline,,,,/home/sgy/workspace/sagin_marl/runs/phase3/diagnostics/diagnostic_6uav_gu_load_sweep_20260710_155829/configs/main_6uav60gu_t250_auto_queue_ref.yaml,,/home/sgy/workspace/sagin_marl/runs/phase3/diagnostics/diagnostic_6uav_gu_load_sweep_20260710_155829,/home/sgy/workspace/sagin_marl/runs/phase3/diagnostics/diagnostic_6uav_gu_load_sweep_20260710_155829/formal/6uav60gu/seed980000/static_uniform,.local_guidance/phase3/data/diagnostic_6uav_gu_load_sweep_20260710_155829/formal_summary_all.csv,/home/sgy/workspace/sagin_marl/runs/phase3/diagnostics/diagnostic_6uav_gu_load_sweep_20260710_155829/formal_summary_all.csv,scenario=6uav60gu;kind=baseline;method=static_uniform;seed_base=980000,980000,,64,64,64,,,ok,26.384527092217468,,,0.2703682290692813,,0.6545292893278164,,0.6545301103233895,0.0,0.0,13.188301153628156,57.03068284986169,1582596176.28425,0.48650001757964506,,0.015625,,0.015625,246.109375,0.27118475062731073,,,,,,,,,,,,,,,,,,,Diagnostic GU-load sweep for 6UAV with 40/60 GU; source checkpoint is trained on 6UAV/80GU seed45211 where learned.
phase3_6uav_gu_load_sweep,6uav60gu__learned__bootstrap_gae_u0400__981000,evaluation seed row,6uav60gu,learned,bootstrap_gae_u0400,learned_policy,45211,bootstrap_gae,400,/home/sgy/workspace/sagin_marl/runs/phase3/diagnostics/diagnostic_6uav_gu_load_sweep_20260710_155829/configs/main_6uav60gu_t250_auto_queue_ref.yaml,/home/sgy/workspace/sagin_marl/runs/phase3/main_6uav80gu/main_6uav80gu_return_targets_seed45211_20260703_022133/bootstrap_seed45211/checkpoint_update0400.pt,/home/sgy/workspace/sagin_marl/runs/phase3/diagnostics/diagnostic_6uav_gu_load_sweep_20260710_155829,/home/sgy/workspace/sagin_marl/runs/phase3/diagnostics/diagnostic_6uav_gu_load_sweep_20260710_155829/formal/6uav60gu/seed981000/bootstrap_gae_u0400,.local_guidance/phase3/data/diagnostic_6uav_gu_load_sweep_20260710_155829/formal_summary_all.csv,/home/sgy/workspace/sagin_marl/runs/phase3/diagnostics/diagnostic_6uav_gu_load_sweep_20260710_155829/formal_summary_all.csv,scenario=6uav60gu;kind=learned;method=bootstrap_gae_u0400;seed_base=981000;update=400,981000,,64,64,64,,,ok,31.561496455804445,,,0.46887692326959235,,0.4657486119723555,,0.4657485749325345,0.0,0.0,9.777374534765256,21.288717182658612,1173302424.73025,0.740835436159745,,0.03125,,0.03125,242.21875,0.48035699653398234,,,,,,,,,,,,,,,,,,,Diagnostic GU-load sweep for 6UAV with 40/60 GU; source checkpoint is trained on 6UAV/80GU seed45211 where learned.
phase3_6uav_gu_load_sweep,6uav60gu__learned__bootstrap_gae_u0450__981000,evaluation seed row,6uav60gu,learned,bootstrap_gae_u0450,learned_policy,45211,bootstrap_gae,450,/home/sgy/workspace/sagin_marl/runs/phase3/diagnostics/diagnostic_6uav_gu_load_sweep_20260710_155829/configs/main_6uav60gu_t250_auto_queue_ref.yaml,/home/sgy/workspace/sagin_marl/runs/phase3/main_6uav80gu/main_6uav80gu_return_targets_seed45211_20260703_022133/bootstrap_seed45211/checkpoint_update0450.pt,/home/sgy/workspace/sagin_marl/runs/phase3/diagnostics/diagnostic_6uav_gu_load_sweep_20260710_155829,/home/sgy/workspace/sagin_marl/runs/phase3/diagnostics/diagnostic_6uav_gu_load_sweep_20260710_155829/formal/6uav60gu/seed981000/bootstrap_gae_u0450,.local_guidance/phase3/data/diagnostic_6uav_gu_load_sweep_20260710_155829/formal_summary_all.csv,/home/sgy/workspace/sagin_marl/runs/phase3/diagnostics/diagnostic_6uav_gu_load_sweep_20260710_155829/formal_summary_all.csv,scenario=6uav60gu;kind=learned;method=bootstrap_gae_u0450;seed_base=981000;update=450,981000,,64,64,64,,,ok,31.25957832671702,,,0.4685436464206344,,0.46226525448205763,,0.46222708574668436,3.814844096633914e-05,0.0,10.670813448886529,23.76138954751239,1280501750.1608412,0.5323879636447651,,0.046875,,0.046875,239.34375,0.48320393842789283,,,,,,,,,,,,,,,,,,,Diagnostic GU-load sweep for 6UAV with 40/60 GU; source checkpoint is trained on 6UAV/80GU seed45211 where learned.
phase3_6uav_gu_load_sweep,6uav60gu__baseline__cluster_center_queue_aware__981000,evaluation seed row,6uav60gu,baseline,cluster_center_queue_aware,non_learning_baseline,,,,/home/sgy/workspace/sagin_marl/runs/phase3/diagnostics/diagnostic_6uav_gu_load_sweep_20260710_155829/configs/main_6uav60gu_t250_auto_queue_ref.yaml,,/home/sgy/workspace/sagin_marl/runs/phase3/diagnostics/diagnostic_6uav_gu_load_sweep_20260710_155829,/home/sgy/workspace/sagin_marl/runs/phase3/diagnostics/diagnostic_6uav_gu_load_sweep_20260710_155829/formal/6uav60gu/seed981000/cluster_center_queue_aware,.local_guidance/phase3/data/diagnostic_6uav_gu_load_sweep_20260710_155829/formal_summary_all.csv,/home/sgy/workspace/sagin_marl/runs/phase3/diagnostics/diagnostic_6uav_gu_load_sweep_20260710_155829/formal_summary_all.csv,scenario=6uav60gu;kind=baseline;method=cluster_center_queue_aware;seed_base=981000,981000,,64,64,64,,,ok,30.415963874547742,,,0.48984507720334425,,0.4091422231754806,,0.40885876728816434,0.0002832645044844404,0.0,12.60370806465424,26.48690582539064,1512481689.986735,0.8114817073677799,,0.078125,,0.078125,232.96875,0.5269872151209065,,,,,,,,,,,,,,,,,,,Diagnostic GU-load sweep for 6UAV with 40/60 GU; source checkpoint is trained on 6UAV/80GU seed45211 where learned.
phase3_6uav_gu_load_sweep,6uav60gu__baseline__maxweight_lyapunov__981000,evaluation seed row,6uav60gu,baseline,maxweight_lyapunov,non_learning_baseline,,,,/home/sgy/workspace/sagin_marl/runs/phase3/diagnostics/diagnostic_6uav_gu_load_sweep_20260710_155829/configs/main_6uav60gu_t250_auto_queue_ref.yaml,,/home/sgy/workspace/sagin_marl/runs/phase3/diagnostics/diagnostic_6uav_gu_load_sweep_20260710_155829,/home/sgy/workspace/sagin_marl/runs/phase3/diagnostics/diagnostic_6uav_gu_load_sweep_20260710_155829/formal/6uav60gu/seed981000/maxweight_lyapunov,.local_guidance/phase3/data/diagnostic_6uav_gu_load_sweep_20260710_155829/formal_summary_all.csv,/home/sgy/workspace/sagin_marl/runs/phase3/diagnostics/diagnostic_6uav_gu_load_sweep_20260710_155829/formal_summary_all.csv,scenario=6uav60gu;kind=baseline;method=maxweight_lyapunov;seed_base=981000,981000,,64,64,64,,,ok,28.241883408860303,,,0.443888770752149,,0.47512130659742696,,0.4750634143994822,5.7790319944572816e-05,0.0,11.083514782631243,25.29844366923881,1330022275.7523189,0.9903821251827316,,0.109375,,0.109375,233.765625,0.45556392024041764,,,,,,,,,,,,,,,,,,,Diagnostic GU-load sweep for 6UAV with 40/60 GU; source checkpoint is trained on 6UAV/80GU seed45211 where learned.
phase3_6uav_gu_load_sweep,6uav60gu__baseline__static_uniform__981000,evaluation seed row,6uav60gu,baseline,static_uniform,non_learning_baseline,,,,/home/sgy/workspace/sagin_marl/runs/phase3/diagnostics/diagnostic_6uav_gu_load_sweep_20260710_155829/configs/main_6uav60gu_t250_auto_queue_ref.yaml,,/home/sgy/workspace/sagin_marl/runs/phase3/diagnostics/diagnostic_6uav_gu_load_sweep_20260710_155829,/home/sgy/workspace/sagin_marl/runs/phase3/diagnostics/diagnostic_6uav_gu_load_sweep_20260710_155829/formal/6uav60gu/seed981000/static_uniform,.local_guidance/phase3/data/diagnostic_6uav_gu_load_sweep_20260710_155829/formal_summary_all.csv,/home/sgy/workspace/sagin_marl/runs/phase3/diagnostics/diagnostic_6uav_gu_load_sweep_20260710_155829/formal_summary_all.csv,scenario=6uav60gu;kind=baseline;method=static_uniform;seed_base=981000,981000,,64,64,64,,,ok,25.915340637555346,,,0.2890279096064623,,0.6149858636241479,,0.6149858286428963,0.0,0.0,13.357982583241542,50.20205401701107,1602957948.43275,0.48803751792758693,,0.046875,,0.046875,238.328125,0.29176994753184704,,,,,,,,,,,,,,,,,,,Diagnostic GU-load sweep for 6UAV with 40/60 GU; source checkpoint is trained on 6UAV/80GU seed45211 where learned.
phase3_6uav_gu_load_sweep,6uav60gu__learned__bootstrap_gae_u0400__982000,evaluation seed row,6uav60gu,learned,bootstrap_gae_u0400,learned_policy,45211,bootstrap_gae,400,/home/sgy/workspace/sagin_marl/runs/phase3/diagnostics/diagnostic_6uav_gu_load_sweep_20260710_155829/configs/main_6uav60gu_t250_auto_queue_ref.yaml,/home/sgy/workspace/sagin_marl/runs/phase3/main_6uav80gu/main_6uav80gu_return_targets_seed45211_20260703_022133/bootstrap_seed45211/checkpoint_update0400.pt,/home/sgy/workspace/sagin_marl/runs/phase3/diagnostics/diagnostic_6uav_gu_load_sweep_20260710_155829,/home/sgy/workspace/sagin_marl/runs/phase3/diagnostics/diagnostic_6uav_gu_load_sweep_20260710_155829/formal/6uav60gu/seed982000/bootstrap_gae_u0400,.local_guidance/phase3/data/diagnostic_6uav_gu_load_sweep_20260710_155829/formal_summary_all.csv,/home/sgy/workspace/sagin_marl/runs/phase3/diagnostics/diagnostic_6uav_gu_load_sweep_20260710_155829/formal_summary_all.csv,scenario=6uav60gu;kind=learned;method=bootstrap_gae_u0400;seed_base=982000;update=400,982000,,64,64,64,,,ok,32.398075943114236,,,0.47320385054360375,,0.4802290609012187,,0.4802293446218934,0.0,0.0,10.143473187622561,21.83512823102079,1217231463.9139462,0.7488143097294327,,0.015625,,0.015625,247.984375,0.48634530905978757,,,,,,,,,,,,,,,,,,,Diagnostic GU-load sweep for 6UAV with 40/60 GU; source checkpoint is trained on 6UAV/80GU seed45211 where learned.
phase3_6uav_gu_load_sweep,6uav60gu__learned__bootstrap_gae_u0450__982000,evaluation seed row,6uav60gu,learned,bootstrap_gae_u0450,learned_policy,45211,bootstrap_gae,450,/home/sgy/workspace/sagin_marl/runs/phase3/diagnostics/diagnostic_6uav_gu_load_sweep_20260710_155829/configs/main_6uav60gu_t250_auto_queue_ref.yaml,/home/sgy/workspace/sagin_marl/runs/phase3/main_6uav80gu/main_6uav80gu_return_targets_seed45211_20260703_022133/bootstrap_seed45211/checkpoint_update0450.pt,/home/sgy/workspace/sagin_marl/runs/phase3/diagnostics/diagnostic_6uav_gu_load_sweep_20260710_155829,/home/sgy/workspace/sagin_marl/runs/phase3/diagnostics/diagnostic_6uav_gu_load_sweep_20260710_155829/formal/6uav60gu/seed982000/bootstrap_gae_u0450,.local_guidance/phase3/data/diagnostic_6uav_gu_load_sweep_20260710_155829/formal_summary_all.csv,/home/sgy/workspace/sagin_marl/runs/phase3/diagnostics/diagnostic_6uav_gu_load_sweep_20260710_155829/formal_summary_all.csv,scenario=6uav60gu;kind=learned;method=bootstrap_gae_u0450;seed_base=982000;update=450,982000,,64,64,64,,,ok,32.66307859530207,,,0.47788317316770534,,0.47463555988133127,,0.4745592261070141,7.669317307244969e-05,0.0,11.111429308637973,24.191264695748682,1333379754.3879995,0.5323250211030246,,0.0,,0.0,250.0,0.49254058165678466,,,,,,,,,,,,,,,,,,,Diagnostic GU-load sweep for 6UAV with 40/60 GU; source checkpoint is trained on 6UAV/80GU seed45211 where learned.
phase3_6uav_gu_load_sweep,6uav60gu__baseline__cluster_center_queue_aware__982000,evaluation seed row,6uav60gu,baseline,cluster_center_queue_aware,non_learning_baseline,,,,/home/sgy/workspace/sagin_marl/runs/phase3/diagnostics/diagnostic_6uav_gu_load_sweep_20260710_155829/configs/main_6uav60gu_t250_auto_queue_ref.yaml,,/home/sgy/workspace/sagin_marl/runs/phase3/diagnostics/diagnostic_6uav_gu_load_sweep_20260710_155829,/home/sgy/workspace/sagin_marl/runs/phase3/diagnostics/diagnostic_6uav_gu_load_sweep_20260710_155829/formal/6uav60gu/seed982000/cluster_center_queue_aware,.local_guidance/phase3/data/diagnostic_6uav_gu_load_sweep_20260710_155829/formal_summary_all.csv,/home/sgy/workspace/sagin_marl/runs/phase3/diagnostics/diagnostic_6uav_gu_load_sweep_20260710_155829/formal_summary_all.csv,scenario=6uav60gu;kind=baseline;method=cluster_center_queue_aware;seed_base=982000,982000,,64,64,64,,,ok,30.777241289732046,,,0.4885297577191581,,0.4268594015678514,,0.4257790273419307,0.0010809122775815249,0.0,13.39221688595726,28.1487092313233,1607101963.7117062,0.8009216865771936,,0.0625,,0.0625,236.734375,0.5305026865990947,,,,,,,,,,,,,,,,,,,Diagnostic GU-load sweep for 6UAV with 40/60 GU; source checkpoint is trained on 6UAV/80GU seed45211 where learned.
phase3_6uav_gu_load_sweep,6uav60gu__baseline__maxweight_lyapunov__982000,evaluation seed row,6uav60gu,baseline,maxweight_lyapunov,non_learning_baseline,,,,/home/sgy/workspace/sagin_marl/runs/phase3/diagnostics/diagnostic_6uav_gu_load_sweep_20260710_155829/configs/main_6uav60gu_t250_auto_queue_ref.yaml,,/home/sgy/workspace/sagin_marl/runs/phase3/diagnostics/diagnostic_6uav_gu_load_sweep_20260710_155829,/home/sgy/workspace/sagin_marl/runs/phase3/diagnostics/diagnostic_6uav_gu_load_sweep_20260710_155829/formal/6uav60gu/seed982000/maxweight_lyapunov,.local_guidance/phase3/data/diagnostic_6uav_gu_load_sweep_20260710_155829/formal_summary_all.csv,/home/sgy/workspace/sagin_marl/runs/phase3/diagnostics/diagnostic_6uav_gu_load_sweep_20260710_155829/formal_summary_all.csv,scenario=6uav60gu;kind=baseline;method=maxweight_lyapunov;seed_base=982000,982000,,64,64,64,,,ok,28.79234379681293,,,0.4436676272585866,,0.49491785458031845,,0.49491805338827005,0.0,0.0,11.606046451365312,26.713104221768624,1392725607.4874973,0.9896314348717782,,0.09375,,0.09375,239.078125,0.45658362368151584,,,,,,,,,,,,,,,,,,,Diagnostic GU-load sweep for 6UAV with 40/60 GU; source checkpoint is trained on 6UAV/80GU seed45211 where learned.
phase3_6uav_gu_load_sweep,6uav60gu__baseline__static_uniform__982000,evaluation seed row,6uav60gu,baseline,static_uniform,non_learning_baseline,,,,/home/sgy/workspace/sagin_marl/runs/phase3/diagnostics/diagnostic_6uav_gu_load_sweep_20260710_155829/configs/main_6uav60gu_t250_auto_queue_ref.yaml,,/home/sgy/workspace/sagin_marl/runs/phase3/diagnostics/diagnostic_6uav_gu_load_sweep_20260710_155829,/home/sgy/workspace/sagin_marl/runs/phase3/diagnostics/diagnostic_6uav_gu_load_sweep_20260710_155829/formal/6uav60gu/seed982000/static_uniform,.local_guidance/phase3/data/diagnostic_6uav_gu_load_sweep_20260710_155829/formal_summary_all.csv,/home/sgy/workspace/sagin_marl/runs/phase3/diagnostics/diagnostic_6uav_gu_load_sweep_20260710_155829/formal_summary_all.csv,scenario=6uav60gu;kind=baseline;method=static_uniform;seed_base=982000,982000,,64,64,64,,,ok,26.77613361319527,,,0.2801211833823473,,0.6537216902442465,,0.6537222339303507,0.0,0.0,14.07204855176434,56.83015724190325,1688645866.7150002,0.4874604344833644,,0.0,,0.0,250.0,0.2816949302565278,,,,,,,,,,,,,,,,,,,Diagnostic GU-load sweep for 6UAV with 40/60 GU; source checkpoint is trained on 6UAV/80GU seed45211 where learned.
