episode,reward_sum,bw_weighted_workload_delta_sum,bw_weighted_workload_level_sum,processed_ratio_eval,drop_ratio_eval,pre_backlog_steps_eval,D_sys_report,x_acc_mean,x_rel_mean,g_pre_mean,d_pre_mean,sat_overlap_eval,collision_episode_fraction,terminated_early,episode_length,gu_queue_mean,uav_queue_mean,sat_queue_mean,queue_total_mean,arrival_sum,outflow_sum,backhaul_sum,sat_processed_sum,drop_sum,outflow_arrival_ratio,sat_incoming_arrival_ratio,sat_processed_arrival_ratio,sat_processed_incoming_ratio,drop_ratio,step_count,processed_ratio_total,drop_ratio_total,pre_backlog_total,D_sys_total,x_acc_total,x_rel_total,g_pre_total,d_pre_total,sat_overlap_total,arrival_step_mean,outflow_step_mean,backhaul_step_mean,sat_processed_step_mean,drop_sum_active,gu_drop_sum,uav_drop_sum,sat_drop_sum,active_drop_ratio,gu_drop_ratio,uav_drop_ratio,sat_drop_ratio
0.0,39.13981379568577,4333.1953592300415,-61794.3994102478,0.7697564143538475,0.19168199220648965,9.012668753147125,12.720229840755463,0.7697564470171928,0.7697564143538475,0.03856000665409374,0.19168199220648965,0.7840000096559524,0.0,0.0,250.0,17143428.4528,5879392.426666667,0.0,360506746.144,9999984292.0,7697564375.0,7697564043.0,7697564043.0,1916819896.0,0.7697576466353113,0.7697576134352592,0.7697576134352592,1.0,0.19168229069454223,250.0,192.43910358846188,47.92049805162242,2253.1671882867813,3180.0574601888657,192.4391117542982,192.43910358846188,9.640001663523435,47.92049805162242,196.0000024139881,39999937.168,30790257.5,30790256.172,30790256.172,1916819896.0,1916819896.0,0.0,0.0,0.19168229069454223,0.19168229069454223,0.0,0.0
1.0,166.62386174499989,3214.1200428009033,-2938.972891936486,0.9954668111801147,0.0,0.6858981665766333,0.7355983804418356,0.9959437483549118,0.9954668111801147,0.004536349026635435,0.0,0.6686666869521141,0.0,0.0,250.0,1336941.8902,232362.83733333333,0.0,27435926.316,10000031148.0,9959437394.0,9954668006.0,9954668006.0,0.0,0.9959406372441031,0.9954636999296674,0.9954636999296674,1.0,0.0,250.0,248.8667027950287,0.0,171.4745416441583,183.8995951104589,248.98593708872795,248.8667027950287,1.1340872566588587,0.0,167.16667173802853,40000124.592,39837749.576,39818672.024,39818672.024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,81.66514520347118,3873.879069328308,-13312.326846182346,0.9845041077136993,0.010691272415220738,2.4675863320454954,2.8431830284819006,0.9845041041374206,0.9845041077136993,0.004797395518457051,0.010691272415220738,0.7213333584070206,0.0,0.0,250.0,4883575.3564,343981.568,0.0,98703451.828,9999927628.0,9845040928.0,9845040942.0,9845040942.0,106912724.0,0.9845112179045862,0.9845112193045964,0.9845112193045964,1.0,0.010691349775436594,250.0,246.12602692842484,2.6728181038051844,616.8965830113739,710.7957571204752,246.12602603435516,246.12602692842484,1.1993488796142628,2.6728181038051844,180.33333960175514,39999710.512,39380163.712,39380163.768,39380163.768,106912724.0,106912724.0,0.0,0.0,0.010691349775436594,0.010691349775436594,0.0,0.0
3.0,75.75805728137493,3089.632806777954,-14889.131784959463,0.9062901184558868,0.09268527765618637,3.828868510364555,4.944409723873017,0.9073061511516571,0.9062901184558868,0.0010268859405477998,0.09268527765618637,0.6533333570957184,0.0,0.0,250.0,7554470.2936,688444.0746666667,0.0,153154738.128,10000022796.0,9073061404.0,9062901082.0,9062901082.0,926852768.0,0.9073040721096373,0.906288042225779,0.906288042225779,1.0,0.09268506551512465,250.0,226.5725296139717,23.171319414046593,957.2171275911387,1236.1024309682543,226.82653778791428,226.5725296139717,0.2567214851369499,23.171319414046593,163.3333392739296,40000091.184,36292245.616,36251604.328,36251604.328,926852768.0,926852768.0,0.0,0.0,0.09268506551512465,0.09268506551512465,0.0,0.0
4.0,62.6684395968914,3145.4311332702637,-15086.06891798228,0.9068520175218582,0.06756321657449008,4.441456409001723,5.463288730535656,0.907157476067543,0.9068520175218582,0.025580915675571306,0.06756321657449008,0.6766666885018349,0.0,0.0,250.0,8112494.1434,5136123.733333333,0.0,177658254.036,9999961836.0,9071574659.0,9068520076.0,9068520076.0,675632156.0,0.9071609279889655,0.9068554685232101,0.9068554685232101,1.0,0.06756347344924007,250.0,226.71300438046455,16.890804143622518,1110.3641022504307,1365.822182633914,226.78936901688576,226.71300438046455,6.395228918892826,16.890804143622518,169.16667212545872,39999847.344,36286298.636,36274080.304,36274080.304,675632156.0,675632156.0,0.0,0.0,0.06756347344924007,0.06756347344924007,0.0,0.0
5.0,52.08781036734581,3344.016284942627,-21417.50152015686,0.9049468284845352,0.08423441904317587,4.613304829359055,5.5906236089468,0.9049468020200729,0.9049468284845352,0.01080381445097737,0.08423441904317587,0.7023333523273468,0.0,0.0,250.0,9198962.6336,184313.00266666667,0.0,184532191.696,9999850260.0,9049467894.0,9049468163.0,9049468163.0,842344184.0,0.9049603402761353,0.904960367176538,0.904960367176538,1.0,0.0842356797450685,250.0,226.2367071211338,21.05860476079397,1153.3262073397636,1397.6559022367,226.23670050501823,226.2367071211338,2.7009536127443425,21.05860476079397,175.5833380818367,39999401.04,36197871.576,36197872.652,36197872.652,842344184.0,842344184.0,0.0,0.0,0.0842356797450685,0.0842356797450685,0.0,0.0
6.0,74.25826978683472,3650.555603981018,-18373.969683055424,0.9780470689535141,0.01881585745792836,4.431836237061972,4.790963134985535,0.9780470546483994,0.9780470689535141,0.0031291741416500825,0.01881585745792836,0.717333357334137,0.0,0.0,250.0,8676814.106,1245721.7706666666,0.0,177273447.432,9999920768.0,9780470422.0,9780470574.0,9780470574.0,188158572.0,0.9780547915237242,0.9780548067238446,0.9780548067238446,1.0,0.018816006282980982,250.0,244.51176723837852,4.70396436448209,1107.9590592654931,1197.7407837463838,244.51176366209984,244.51176723837852,0.7822935354125207,4.70396436448209,179.33333933353424,39999683.072,39121881.688,39121882.296,39121882.296,188158572.0,188158572.0,0.0,0.0,0.018816006282980982,0.018816006282980982,0.0,0.0
7.0,165.46495294570923,3191.168468475342,-3613.254754837253,0.9970536301136017,0.0009043972082436085,0.773207575747103,0.8407518479907885,0.9970536184310913,0.9970536301136017,0.002023063635962899,0.0009043972082436085,0.7116666834950447,0.0,0.0,250.0,1507161.937,261687.97866666666,0.0,30928302.676,9999810676.0,9970536066.0,9970536184.0,9970536184.0,9043972.0,0.997072483575088,0.9970724953753114,0.9970724953753114,1.0,0.0009044143227337237,250.0,249.26340752840042,0.22609930206090212,193.30189393677574,210.18796199769713,249.26340460777283,249.26340752840042,0.5057659089907247,0.22609930206090212,177.91667087376118,39999242.704,39882144.264,39882144.736,39882144.736,9043972.0,9043972.0,0.0,0.0,0.0009044143227337237,0.0009044143227337237,0.0,0.0
8.0,43.79909108579159,3342.7621450424194,-28224.238781929016,0.8782807410955429,0.09911970362905413,6.345794471740723,7.262084733963013,0.8784840348958969,0.8782807410955429,0.022597117382567377,0.09911970362905413,0.7286666978001595,0.0,0.0,250.0,12117347.286,3828276.736,0.0,253831775.672,9999975420.0,8784840252.0,8782807303.0,8782807303.0,991197024.0,0.8784861845190416,0.8782828891193415,0.8782828891193415,1.0,0.09911994603682736,250.0,219.57018527388573,24.779925907263532,1586.4486179351807,1815.5211834907532,219.62100872397423,219.57018527388573,5.649279345641844,24.779925907263532,182.16667445003986,39999901.68,35139361.008,35131229.212,35131229.212,991197024.0,991197024.0,0.0,0.0,0.09911994603682736,0.09911994603682736,0.0,0.0
9.0,94.53165604174137,3356.699197769165,-10169.492529467796,0.9436728352308273,0.048761278508231046,2.7171501595878507,3.1071217290980857,0.9436728333234787,0.9436728352308273,0.007561421120291925,0.048761278508231046,0.7190000157356262,0.0,0.0,250.0,5004792.528,2863384.7466666666,0.0,108686004.724,9999955308.0,9436728258.0,9436728258.0,9436728258.0,487612780.0,0.9436770432814419,0.9436770432814419,0.9436770432814419,1.0,0.048761495924877586,250.0,235.91820880770683,12.190319627057761,679.2875398969627,776.7804322745214,235.91820833086967,235.91820880770683,1.8903552800729813,12.190319627057761,179.75000393390656,39999821.232,37746913.032,37746913.032,37746913.032,487612780.0,487612780.0,0.0,0.0,0.048761495924877586,0.048761495924877586,0.0,0.0
